sub_id,customer_id,product_code,product_category,start_date,end_date,monthly_recurring_revenue,contract_period,auto_renewal
SUB-00371-002,SME-2024-00371,SME-DEDICATED-50,Internet Dedicated,2026-06-18,,2657577,6,False
SUB-00371-003,SME-2024-00371,SME-MANAGED-WIFI,Managed WiFi,2025-07-18,,1377536,12,True
SUB-00372-001,SME-2024-00372,SME-BUNDLE-BIZ,Bundle Business,2026-03-09,,10320742,12,False
SUB-00373-001,SME-2024-00373,SME-CLOUD-BASIC,Cloud Service,2025-12-30,,1823734,6,False
SUB-00373-002,SME-2024-00373,SME-UC-BASIC,Unified Communication,2020-07-31,,1488224,24,True
SUB-00373-003,SME-2024-00373,SME-CLOUD-PRO,Cloud Service,2020-09-30,,1632876,24,True
SUB-00374-001,SME-2024-00374,SME-CLOUD-BASIC,Cloud Service,2021-03-24,,1335262,6,True
SUB-00375-001,SME-2024-00375,SME-BUNDLE-BIZ,Bundle Business,2026-01-09,,10834475,12,False
SUB-00375-002,SME-2024-00375,SME-CLOUD-PRO,Cloud Service,2025-11-09,,2478138,6,True
SUB-00375-003,SME-2024-00375,SME-IOT-STARTER,IoT Package,2026-04-09,,1627615,6,False
SUB-00376-001,SME-2024-00376,SME-DEDICATED-50,Internet Dedicated,2026-01-02,,4420455,6,False
SUB-00377-001,SME-2024-00377,SME-MANAGED-WIFI,Managed WiFi,2025-07-05,,674420,12,False
SUB-00378-001,SME-2024-00378,SME-CLOUD-BASIC,Cloud Service,2020-06-05,,2596570,12,True
SUB-00379-001,SME-2024-00379,SME-DEDICATED-100,Internet Dedicated,2026-06-04,,7723172,12,False
SUB-00380-001,SME-2024-00380,SME-CLOUD-BASIC,Cloud Service,2021-08-07,,640674,24,True
SUB-00381-001,SME-2024-00381,SME-MANAGED-WIFI,Managed WiFi,2023-07-19,,2043348,12,True
SUB-00382-001,SME-2024-00382,SME-CLOUD-PRO,Cloud Service,2022-04-09,,2779088,24,True
SUB-00382-002,SME-2024-00382,SME-DEDICATED-50,Internet Dedicated,2022-07-09,,5295102,6,True
SUB-00383-001,SME-2024-00383,SME-IOT-STARTER,IoT Package,2021-06-11,,1792558,12,True
SUB-00384-001,SME-2024-00384,SME-CLOUD-BASIC,Cloud Service,2024-06-13,,2018297,12,True
SUB-00384-002,SME-2024-00384,SME-BROADBAND-50,Broadband,2026-06-13,,1974770,12,False
SUB-00385-001,SME-2024-00385,SME-CLOUD-BASIC,Cloud Service,2024-08-24,,2563367,24,True
SUB-00385-002,SME-2024-00385,SME-BUNDLE-BIZ,Bundle Business,2025-04-24,,5673495,12,True
SUB-00386-001,SME-2024-00386,SME-IOT-STARTER,IoT Package,2024-07-23,,1909049,24,True
SUB-00387-001,SME-2024-00387,SME-UC-BASIC,Unified Communication,2020-03-28,,888008,6,True
SUB-00388-001,SME-2024-00388,SME-MANAGED-WIFI,Managed WiFi,2020-10-09,,1307822,12,True
SUB-00388-002,SME-2024-00388,SME-CLOUD-PRO,Cloud Service,2022-01-09,,3657913,6,True
SUB-00389-001,SME-2024-00389,SME-CLOUD-PRO,Cloud Service,2020-06-13,,5360926,12,True
SUB-00389-002,SME-2024-00389,SME-CLOUD-BASIC,Cloud Service,2021-04-13,,2106441,12,True
SUB-00390-001,SME-2024-00390,SME-CLOUD-PRO,Cloud Service,2020-02-13,,3125423,12,True
SUB-00391-001,SME-2024-00391,SME-MANAGED-WIFI,Managed WiFi,2021-12-10,,694258,24,True
SUB-00392-001,SME-2024-00392,SME-IOT-STARTER,IoT Package,2021-10-01,,1474503,12,True
SUB-00393-001,SME-2024-00393,SME-BUNDLE-BIZ,Bundle Business,2026-02-21,,2894579,6,False
SUB-00393-002,SME-2024-00393,SME-BROADBAND-30,Broadband,2026-04-21,,2233032,12,False
SUB-00394-001,SME-2024-00394,SME-IOT-STARTER,IoT Package,2026-05-23,,730321,12,False
SUB-00395-001,SME-2024-00395,SME-DEDICATED-100,Internet Dedicated,2020-08-19,,7189085,12,True
SUB-00396-001,SME-2024-00396,SME-BROADBAND-50,Broadband,2026-03-14,,3766581,12,False
SUB-00396-002,SME-2024-00396,SME-MANAGED-WIFI,Managed WiFi,2025-11-14,,2567809,12,False
SUB-00397-001,SME-2024-00397,SME-CLOUD-BASIC,Cloud Service,2021-03-11,,797701,12,True
SUB-00398-001,SME-2024-00398,SME-BROADBAND-50,Broadband,2020-07-27,,1920567,12,True
SUB-00399-001,SME-2024-00399,SME-BROADBAND-50,Broadband,2021-11-08,,2334923,12,True
SUB-00400-001,SME-2024-00400,SME-BROADBAND-50,Broadband,2025-01-01,,1916045,24,True
SUB-00400-002,SME-2024-00400,SME-MANAGED-WIFI,Managed WiFi,2026-01-01,,3056343,12,False
SUB-00401-001,SME-2024-00401,SME-DEDICATED-100,Internet Dedicated,2024-06-01,,6399045,24,True
SUB-00402-001,SME-2024-00402,SME-UC-BASIC,Unified Communication,2025-09-16,,3158736,12,False
SUB-00402-002,SME-2024-00402,SME-BROADBAND-50,Broadband,2023-12-16,,3143433,12,True
SUB-00403-001,SME-2024-00403,SME-CLOUD-PRO,Cloud Service,2023-12-17,,4173182,12,True
SUB-00404-001,SME-2024-00404,SME-DEDICATED-100,Internet Dedicated,2021-12-25,,6251970,6,True
SUB-00405-001,SME-2024-00405,SME-UC-BASIC,Unified Communication,2023-10-04,,1928961,12,True
SUB-00406-001,SME-2024-00406,SME-DEDICATED-100,Internet Dedicated,2021-12-14,,2873434,12,True
SUB-00406-002,SME-2024-00406,SME-IOT-STARTER,IoT Package,2024-10-14,,807742,24,False
SUB-00407-001,SME-2024-00407,SME-DEDICATED-50,Internet Dedicated,2020-08-10,,4993496,24,True
SUB-00408-001,SME-2024-00408,SME-DEDICATED-100,Internet Dedicated,2024-12-24,,6307541,12,True
SUB-00409-001,SME-2024-00409,SME-CLOUD-PRO,Cloud Service,2021-08-17,,5120329,12,True
SUB-00409-002,SME-2024-00409,SME-IOT-STARTER,IoT Package,2022-06-17,,883556,12,True
SUB-00410-001,SME-2024-00410,SME-UC-BASIC,Unified Communication,2026-03-06,,2736098,24,False
SUB-00411-001,SME-2024-00411,SME-DEDICATED-50,Internet Dedicated,2021-07-15,,1891752,12,True
SUB-00412-001,SME-2024-00412,SME-BROADBAND-30,Broadband,2024-04-17,2025-02-17,1536448,12,True
SUB-00412-002,SME-2024-00412,SME-MANAGED-WIFI,Managed WiFi,2026-06-17,,2456654,6,False
SUB-00413-001,SME-2024-00413,SME-BUNDLE-BIZ,Bundle Business,2025-11-05,,8959197,12,False
SUB-00414-001,SME-2024-00414,SME-CLOUD-PRO,Cloud Service,2023-08-11,,5023627,12,True
SUB-00414-002,SME-2024-00414,SME-UC-BASIC,Unified Communication,2023-11-11,2024-03-11,3226079,12,False
SUB-00414-003,SME-2024-00414,SME-BUNDLE-BIZ,Bundle Business,2025-12-11,,4492218,24,False
SUB-00415-001,SME-2024-00415,SME-IOT-STARTER,IoT Package,2020-08-03,,1080197,6,True
SUB-00416-001,SME-2024-00416,SME-MANAGED-WIFI,Managed WiFi,2024-07-25,,907255,12,True
SUB-00416-002,SME-2024-00416,SME-CLOUD-BASIC,Cloud Service,2024-11-25,,2281933,24,True
SUB-00416-003,SME-2024-00416,SME-IOT-STARTER,IoT Package,2026-01-25,,1437281,12,False
SUB-00417-001,SME-2024-00417,SME-MANAGED-WIFI,Managed WiFi,2021-10-01,,2429181,12,True
SUB-00418-001,SME-2024-00418,SME-DEDICATED-100,Internet Dedicated,2023-05-16,,2045543,12,True
SUB-00419-001,SME-2024-00419,SME-CLOUD-PRO,Cloud Service,2026-02-01,,2316804,6,False
SUB-00419-002,SME-2024-00419,SME-BUNDLE-BIZ,Bundle Business,2021-06-01,,3251608,12,True
SUB-00420-001,SME-2024-00420,SME-BROADBAND-30,Broadband,2024-09-19,,1497636,12,True
SUB-00421-001,SME-2024-00421,SME-BROADBAND-50,Broadband,2025-09-17,,3385692,12,False
SUB-00422-001,SME-2024-00422,SME-IOT-STARTER,IoT Package,2022-06-12,,876521,12,True
SUB-00423-001,SME-2024-00423,SME-DEDICATED-50,Internet Dedicated,2024-02-16,,1983927,12,True
SUB-00423-002,SME-2024-00423,SME-CLOUD-PRO,Cloud Service,2025-08-16,,5339062,12,False
SUB-00423-003,SME-2024-00423,SME-CLOUD-BASIC,Cloud Service,2024-07-16,,1299757,12,True
SUB-00424-001,SME-2024-00424,SME-IOT-STARTER,IoT Package,2023-04-30,,1035045,12,True
SUB-00425-001,SME-2024-00425,SME-BROADBAND-50,Broadband,2023-11-17,,3122058,12,True
SUB-00426-001,SME-2024-00426,SME-MANAGED-WIFI,Managed WiFi,2025-07-25,,838465,24,False
SUB-00427-001,SME-2024-00427,SME-DEDICATED-100,Internet Dedicated,2024-07-15,,7453857,12,True
SUB-00428-001,SME-2024-00428,SME-DEDICATED-100,Internet Dedicated,2023-03-05,,8268041,12,True
SUB-00429-001,SME-2024-00429,SME-CLOUD-PRO,Cloud Service,2022-09-17,,1870680,24,True
SUB-00430-001,SME-2024-00430,SME-BROADBAND-50,Broadband,2024-06-23,,4114970,6,True
SUB-00431-001,SME-2024-00431,SME-DEDICATED-100,Internet Dedicated,2020-01-19,,8269449,12,True
SUB-00432-001,SME-2024-00432,SME-DEDICATED-100,Internet Dedicated,2023-01-21,,5823595,6,True
SUB-00433-001,SME-2024-00433,SME-CLOUD-PRO,Cloud Service,2021-09-11,,1859159,12,True
SUB-00433-002,SME-2024-00433,SME-MANAGED-WIFI,Managed WiFi,2022-05-11,,1010065,24,True
SUB-00434-001,SME-2024-00434,SME-DEDICATED-50,Internet Dedicated,2021-09-11,,2972824,24,True
SUB-00435-001,SME-2024-00435,SME-CLOUD-BASIC,Cloud Service,2023-09-25,,743621,12,True
SUB-00436-001,SME-2024-00436,SME-BUNDLE-BIZ,Bundle Business,2022-01-07,,6030844,24,True
SUB-00436-002,SME-2024-00436,SME-MANAGED-WIFI,Managed WiFi,2022-06-07,,1651618,12,True
SUB-00437-001,SME-2024-00437,SME-BUNDLE-BIZ,Bundle Business,2024-01-07,,8814624,12,True
SUB-00438-001,SME-2024-00438,SME-DEDICATED-50,Internet Dedicated,2023-01-17,,1399182,12,True
SUB-00438-002,SME-2024-00438,SME-BROADBAND-50,Broadband,2025-11-17,,3110438,12,False
SUB-00439-001,SME-2024-00439,SME-CLOUD-PRO,Cloud Service,2024-07-06,2025-05-06,3423539,24,True
SUB-00440-001,SME-2024-00440,SME-DEDICATED-50,Internet Dedicated,2020-08-06,,3416062,6,True
SUB-00441-001,SME-2024-00441,SME-DEDICATED-100,Internet Dedicated,2026-03-10,,4202958,6,False
SUB-00442-001,SME-2024-00442,SME-IOT-STARTER,IoT Package,2023-06-01,,883019,6,True
SUB-00442-002,SME-2024-00442,SME-BUNDLE-BIZ,Bundle Business,2024-09-01,2025-09-01,4214299,24,True
SUB-00443-001,SME-2024-00443,SME-CLOUD-BASIC,Cloud Service,2024-02-19,,1305205,12,True
SUB-00444-001,SME-2024-00444,SME-UC-BASIC,Unified Communication,2022-08-13,,3005946,12,True
SUB-00444-002,SME-2024-00444,SME-BROADBAND-50,Broadband,2023-10-13,,3969926,6,True
SUB-00445-001,SME-2024-00445,SME-IOT-STARTER,IoT Package,2023-10-15,,2034809,12,True
SUB-00445-002,SME-2024-00445,SME-MANAGED-WIFI,Managed WiFi,2024-06-15,,2337173,6,True
SUB-00446-001,SME-2024-00446,SME-UC-BASIC,Unified Communication,2024-12-16,,754469,24,False
SUB-00447-001,SME-2024-00447,SME-DEDICATED-50,Internet Dedicated,2023-08-11,,4890048,12,True
SUB-00447-002,SME-2024-00447,SME-DEDICATED-100,Internet Dedicated,2024-02-11,,2806238,12,True
SUB-00448-001,SME-2024-00448,SME-MANAGED-WIFI,Managed WiFi,2020-05-07,,1887515,24,True
SUB-00449-001,SME-2024-00449,SME-MANAGED-WIFI,Managed WiFi,2020-01-20,,2996901,12,True
SUB-00449-002,SME-2024-00449,SME-DEDICATED-100,Internet Dedicated,2026-02-20,,8692033,12,False
SUB-00450-001,SME-2024-00450,SME-BUNDLE-BIZ,Bundle Business,2023-07-07,,10055585,12,True
SUB-00451-001,SME-2024-00451,SME-BROADBAND-30,Broadband,2022-11-06,,2511609,6,True
SUB-00452-001,SME-2024-00452,SME-DEDICATED-100,Internet Dedicated,2021-01-05,,5241638,24,True
SUB-00452-002,SME-2024-00452,SME-BROADBAND-50,Broadband,2021-10-05,,935439,12,True
SUB-00453-001,SME-2024-00453,SME-BROADBAND-30,Broadband,2024-04-19,,2669525,24,True
SUB-00454-001,SME-2024-00454,SME-IOT-STARTER,IoT Package,2024-04-04,,1141402,6,True
SUB-00454-002,SME-2024-00454,SME-BROADBAND-30,Broadband,2024-07-04,,2447707,6,True
SUB-00454-003,SME-2024-00454,SME-CLOUD-BASIC,Cloud Service,2026-01-04,,2668756,6,False
SUB-00455-001,SME-2024-00455,SME-IOT-STARTER,IoT Package,2020-06-13,,526522,12,True
SUB-00456-001,SME-2024-00456,SME-DEDICATED-100,Internet Dedicated,2024-11-15,,3791656,24,True
SUB-00457-001,SME-2024-00457,SME-BROADBAND-30,Broadband,2023-12-28,,1760059,12,True
SUB-00458-001,SME-2024-00458,SME-DEDICATED-50,Internet Dedicated,2026-06-16,,4201540,12,False
SUB-00459-001,SME-2024-00459,SME-DEDICATED-50,Internet Dedicated,2021-03-26,,4301297,12,True
SUB-00460-001,SME-2024-00460,SME-IOT-STARTER,IoT Package,2025-10-17,,1863136,12,False
SUB-00461-001,SME-2024-00461,SME-CLOUD-BASIC,Cloud Service,2024-02-28,2024-06-28,1302253,12,True
SUB-00461-002,SME-2024-00461,SME-UC-BASIC,Unified Communication,2026-05-28,,2267721,12,False
SUB-00462-001,SME-2024-00462,SME-UC-BASIC,Unified Communication,2023-09-12,,2295136,12,True
SUB-00463-001,SME-2024-00463,SME-DEDICATED-50,Internet Dedicated,2022-08-28,,1264198,24,True
SUB-00464-001,SME-2024-00464,SME-CLOUD-PRO,Cloud Service,2025-01-01,,5077992,24,False
SUB-00464-002,SME-2024-00464,SME-MANAGED-WIFI,Managed WiFi,2023-08-01,,1455338,24,True
SUB-00465-001,SME-2024-00465,SME-BROADBAND-50,Broadband,2023-08-20,2024-05-20,2950585,6,True
SUB-00465-002,SME-2024-00465,SME-BROADBAND-30,Broadband,2024-07-20,,623797,12,True
SUB-00466-001,SME-2024-00466,SME-UC-BASIC,Unified Communication,2022-10-11,,2687280,12,True
SUB-00466-002,SME-2024-00466,SME-BROADBAND-50,Broadband,2023-12-11,,922875,12,True
SUB-00467-001,SME-2024-00467,SME-CLOUD-PRO,Cloud Service,2025-04-05,,1765819,24,False
SUB-00468-001,SME-2024-00468,SME-DEDICATED-100,Internet Dedicated,2020-08-11,,3880788,12,True
SUB-00468-002,SME-2024-00468,SME-CLOUD-BASIC,Cloud Service,2021-07-11,,1998552,12,True
SUB-00469-001,SME-2024-00469,SME-BUNDLE-BIZ,Bundle Business,2021-05-22,,8034348,12,True
SUB-00470-001,SME-2024-00470,SME-BROADBAND-50,Broadband,2025-10-23,,2780573,12,False
SUB-00471-001,SME-2024-00471,SME-DEDICATED-50,Internet Dedicated,2026-02-13,,4360063,24,False
SUB-00472-001,SME-2024-00472,SME-BROADBAND-50,Broadband,2023-11-25,,3251863,12,True
SUB-00473-001,SME-2024-00473,SME-BROADBAND-30,Broadband,2023-08-31,,1499753,24,True
SUB-00474-001,SME-2024-00474,SME-UC-BASIC,Unified Communication,2025-07-28,,1957483,12,False
SUB-00475-001,SME-2024-00475,SME-BUNDLE-BIZ,Bundle Business,2024-09-23,2025-04-23,8183581,24,True
SUB-00476-001,SME-2024-00476,SME-DEDICATED-100,Internet Dedicated,2021-11-23,,6693733,6,True
SUB-00477-001,SME-2024-00477,SME-BUNDLE-BIZ,Bundle Business,2022-06-04,,5282862,24,True
SUB-00478-001,SME-2024-00478,SME-IOT-STARTER,IoT Package,2021-04-10,,1984762,24,True
SUB-00479-001,SME-2024-00479,SME-MANAGED-WIFI,Managed WiFi,2024-05-17,,1365793,12,True
SUB-00480-001,SME-2024-00480,SME-MANAGED-WIFI,Managed WiFi,2026-01-19,,2379557,12,False
SUB-00481-001,SME-2024-00481,SME-IOT-STARTER,IoT Package,2025-07-29,,1584863,12,False
SUB-00482-001,SME-2024-00482,SME-IOT-STARTER,IoT Package,2023-03-13,,561896,6,True
SUB-00483-001,SME-2024-00483,SME-BROADBAND-30,Broadband,2022-06-14,,1905608,6,True
SUB-00484-001,SME-2024-00484,SME-DEDICATED-100,Internet Dedicated,2024-08-22,,2170175,6,True
SUB-00484-002,SME-2024-00484,SME-IOT-STARTER,IoT Package,2025-07-22,2026-05-22,1148003,12,True
SUB-00485-001,SME-2024-00485,SME-BUNDLE-BIZ,Bundle Business,2023-07-26,,10634048,24,True
SUB-00486-001,SME-2024-00486,SME-CLOUD-PRO,Cloud Service,2022-09-30,,6099298,12,True
SUB-00486-002,SME-2024-00486,SME-UC-BASIC,Unified Communication,2023-04-30,2023-11-30,2620540,12,False
SUB-00487-001,SME-2024-00487,SME-CLOUD-BASIC,Cloud Service,2020-04-26,2020-09-26,1576040,6,False
SUB-00488-001,SME-2024-00488,SME-IOT-STARTER,IoT Package,2020-11-29,,726089,12,True
SUB-00489-001,SME-2024-00489,SME-UC-BASIC,Unified Communication,2025-12-03,,2240126,12,False
SUB-00489-002,SME-2024-00489,SME-MANAGED-WIFI,Managed WiFi,2022-01-03,,3069949,6,True
SUB-00490-001,SME-2024-00490,SME-UC-BASIC,Unified Communication,2022-10-23,,1929909,12,True
SUB-00491-001,SME-2024-00491,SME-IOT-STARTER,IoT Package,2025-08-02,,1765032,12,False
SUB-00491-002,SME-2024-00491,SME-DEDICATED-100,Internet Dedicated,2026-01-02,,7111491,12,False
SUB-00492-001,SME-2024-00492,SME-DEDICATED-100,Internet Dedicated,2020-02-23,,4990157,6,True
SUB-00492-002,SME-2024-00492,SME-BROADBAND-30,Broadband,2020-07-23,,1585257,12,True
SUB-00493-001,SME-2024-00493,SME-BROADBAND-30,Broadband,2023-05-03,,1331857,12,True
SUB-00493-002,SME-2024-00493,SME-IOT-STARTER,IoT Package,2023-09-03,,461924,6,True
SUB-00494-001,SME-2024-00494,SME-BROADBAND-50,Broadband,2025-08-28,,1780822,12,False
SUB-00494-002,SME-2024-00494,SME-IOT-STARTER,IoT Package,2026-06-28,,1957537,12,False
SUB-00495-001,SME-2024-00495,SME-DEDICATED-100,Internet Dedicated,2023-08-29,,4734144,6,True
SUB-00496-001,SME-2024-00496,SME-BROADBAND-30,Broadband,2022-08-23,,2052537,12,True
SUB-00497-001,SME-2024-00497,SME-BUNDLE-BIZ,Bundle Business,2025-09-26,,10607611,12,False
SUB-00498-001,SME-2024-00498,SME-DEDICATED-50,Internet Dedicated,2022-01-12,,2704223,12,True
SUB-00499-001,SME-2024-00499,SME-MANAGED-WIFI,Managed WiFi,2025-11-12,,1957331,12,False
SUB-00500-001,SME-2024-00500,SME-BROADBAND-50,Broadband,2024-02-21,,4083408,12,True
SUB-00500-002,SME-2024-00500,SME-CLOUD-BASIC,Cloud Service,2026-05-21,,1514242,6,False
SUB-00501-001,SME-2024-00501,SME-DEDICATED-100,Internet Dedicated,2020-05-20,,4965278,12,True
SUB-00502-001,SME-2024-00502,SME-BUNDLE-BIZ,Bundle Business,2023-08-18,,3269158,12,True
SUB-00503-001,SME-2024-00503,SME-BUNDLE-BIZ,Bundle Business,2021-01-08,,8076474,24,True
SUB-00504-001,SME-2024-00504,SME-CLOUD-PRO,Cloud Service,2020-09-01,,4878918,6,True
SUB-00505-001,SME-2024-00505,SME-DEDICATED-50,Internet Dedicated,2023-03-28,,2786690,12,True
SUB-00506-001,SME-2024-00506,SME-BUNDLE-BIZ,Bundle Business,2025-11-30,,7467321,24,False
SUB-00507-001,SME-2024-00507,SME-IOT-STARTER,IoT Package,2026-04-09,,1128128,12,False
SUB-00507-002,SME-2024-00507,SME-DEDICATED-100,Internet Dedicated,2026-05-09,,4196346,12,False
SUB-00507-003,SME-2024-00507,SME-BROADBAND-30,Broadband,2025-04-09,,2485602,6,True
SUB-00508-001,SME-2024-00508,SME-UC-BASIC,Unified Communication,2022-09-28,,1805079,12,True
SUB-00509-001,SME-2024-00509,SME-UC-BASIC,Unified Communication,2025-11-10,,2821978,12,False
SUB-00509-002,SME-2024-00509,SME-CLOUD-PRO,Cloud Service,2026-03-10,,5148919,6,False
SUB-00510-001,SME-2024-00510,SME-BROADBAND-30,Broadband,2025-12-01,,848237,12,False
SUB-00510-002,SME-2024-00510,SME-UC-BASIC,Unified Communication,2022-04-01,,2347791,12,True
SUB-00511-001,SME-2024-00511,SME-CLOUD-PRO,Cloud Service,2022-06-16,,3605698,12,True
SUB-00512-001,SME-2024-00512,SME-DEDICATED-100,Internet Dedicated,2023-03-19,,6989455,24,True
SUB-00513-001,SME-2024-00513,SME-MANAGED-WIFI,Managed WiFi,2026-04-04,,2753658,6,False
SUB-00514-001,SME-2024-00514,SME-BROADBAND-30,Broadband,2020-01-14,,676111,6,True
SUB-00515-001,SME-2024-00515,SME-IOT-STARTER,IoT Package,2021-05-19,2021-10-19,1337677,12,True
SUB-00516-001,SME-2024-00516,SME-DEDICATED-100,Internet Dedicated,2022-01-09,2022-10-09,4064356,12,True
SUB-00517-001,SME-2024-00517,SME-DEDICATED-100,Internet Dedicated,2021-12-28,,4276974,24,True
SUB-00517-002,SME-2024-00517,SME-BUNDLE-BIZ,Bundle Business,2022-07-28,,10248281,12,True
SUB-00518-001,SME-2024-00518,SME-BROADBAND-50,Broadband,2024-01-14,,1742298,24,True
SUB-00518-002,SME-2024-00518,SME-IOT-STARTER,IoT Package,2026-02-14,,1827677,12,False
SUB-00519-001,SME-2024-00519,SME-BROADBAND-30,Broadband,2025-01-26,,2388398,24,False
SUB-00520-001,SME-2024-00520,SME-IOT-STARTER,IoT Package,2026-03-14,,995399,6,False
SUB-00521-001,SME-2024-00521,SME-BROADBAND-30,Broadband,2021-11-20,,683519,6,True
SUB-00522-001,SME-2024-00522,SME-CLOUD-PRO,Cloud Service,2024-09-26,,4277424,12,True
SUB-00523-001,SME-2024-00523,SME-DEDICATED-50,Internet Dedicated,2026-06-24,,2836247,24,False
SUB-00523-002,SME-2024-00523,SME-CLOUD-PRO,Cloud Service,2023-07-24,,5805397,6,True
SUB-00524-001,SME-2024-00524,SME-MANAGED-WIFI,Managed WiFi,2020-03-20,,2141617,6,True
SUB-00524-002,SME-2024-00524,SME-CLOUD-BASIC,Cloud Service,2020-07-20,,718265,6,True
SUB-00525-001,SME-2024-00525,SME-MANAGED-WIFI,Managed WiFi,2024-11-24,,2987459,12,True
SUB-00526-001,SME-2024-00526,SME-DEDICATED-50,Internet Dedicated,2021-08-03,,2561489,6,True
SUB-00526-002,SME-2024-00526,SME-BROADBAND-30,Broadband,2021-12-03,,1475165,6,True
SUB-00527-001,SME-2024-00527,SME-MANAGED-WIFI,Managed WiFi,2020-05-18,,1172256,12,True
SUB-00528-001,SME-2024-00528,SME-BROADBAND-30,Broadband,2023-01-08,,1541901,12,True
SUB-00529-001,SME-2024-00529,SME-BUNDLE-BIZ,Bundle Business,2025-12-20,,6535277,24,False
SUB-00529-002,SME-2024-00529,SME-CLOUD-BASIC,Cloud Service,2025-02-20,,1632433,24,True
SUB-00530-001,SME-2024-00530,SME-UC-BASIC,Unified Communication,2026-03-29,,1845460,12,False
SUB-00531-001,SME-2024-00531,SME-BROADBAND-50,Broadband,2020-07-12,,1136460,12,True
SUB-00531-002,SME-2024-00531,SME-CLOUD-PRO,Cloud Service,2021-07-12,2022-02-12,5132681,12,True
SUB-00532-001,SME-2024-00532,SME-MANAGED-WIFI,Managed WiFi,2022-01-25,,2094508,12,True
SUB-00533-001,SME-2024-00533,SME-CLOUD-PRO,Cloud Service,2020-11-12,,3599280,12,True
SUB-00534-001,SME-2024-00534,SME-IOT-STARTER,IoT Package,2025-01-04,,976722,24,True
SUB-00534-002,SME-2024-00534,SME-DEDICATED-100,Internet Dedicated,2025-05-04,2025-11-04,2301343,24,False
SUB-00535-001,SME-2024-00535,SME-CLOUD-PRO,Cloud Service,2025-09-21,,5420010,24,False
SUB-00535-002,SME-2024-00535,SME-DEDICATED-100,Internet Dedicated,2024-12-21,,2400897,24,False
SUB-00536-001,SME-2024-00536,SME-BUNDLE-BIZ,Bundle Business,2023-04-01,2024-04-01,3021882,6,True
SUB-00537-001,SME-2024-00537,SME-UC-BASIC,Unified Communication,2020-11-26,,1642722,6,True
SUB-00538-001,SME-2024-00538,SME-UC-BASIC,Unified Communication,2026-02-14,,2832139,6,False
SUB-00538-002,SME-2024-00538,SME-IOT-STARTER,IoT Package,2023-04-14,,1170126,24,True
SUB-00539-001,SME-2024-00539,SME-MANAGED-WIFI,Managed WiFi,2023-05-04,,1239958,12,True
SUB-00540-001,SME-2024-00540,SME-CLOUD-BASIC,Cloud Service,2022-09-11,,2792544,24,True
SUB-00541-001,SME-2024-00541,SME-IOT-STARTER,IoT Package,2025-07-10,,2104917,12,False
SUB-00542-001,SME-2024-00542,SME-DEDICATED-100,Internet Dedicated,2025-07-20,,5965110,12,False
SUB-00543-001,SME-2024-00543,SME-DEDICATED-100,Internet Dedicated,2023-02-12,,3221888,24,True
SUB-00543-002,SME-2024-00543,SME-UC-BASIC,Unified Communication,2026-05-12,,3316144,6,False
SUB-00544-001,SME-2024-00544,SME-DEDICATED-100,Internet Dedicated,2023-05-18,,2537121,6,True
SUB-00544-002,SME-2024-00544,SME-BROADBAND-30,Broadband,2024-01-18,,1497630,12,True
SUB-00544-003,SME-2024-00544,SME-MANAGED-WIFI,Managed WiFi,2025-10-18,,3129782,24,False
SUB-00545-001,SME-2024-00545,SME-UC-BASIC,Unified Communication,2020-08-18,,3060698,12,True
SUB-00546-001,SME-2024-00546,SME-UC-BASIC,Unified Communication,2025-04-02,,790082,24,False
SUB-00547-001,SME-2024-00547,SME-IOT-STARTER,IoT Package,2025-10-08,,1691849,12,False
SUB-00548-001,SME-2024-00548,SME-DEDICATED-50,Internet Dedicated,2025-11-17,,4661962,24,False
SUB-00549-001,SME-2024-00549,SME-BROADBAND-50,Broadband,2022-04-28,,3217193,6,True
SUB-00550-001,SME-2024-00550,SME-BUNDLE-BIZ,Bundle Business,2021-10-28,,5969927,12,True
SUB-00550-002,SME-2024-00550,SME-DEDICATED-50,Internet Dedicated,2022-07-28,,4533462,12,True
SUB-00551-001,SME-2024-00551,SME-BROADBAND-50,Broadband,2021-12-04,,1100068,24,True
SUB-00552-001,SME-2024-00552,SME-UC-BASIC,Unified Communication,2020-09-16,,1412879,6,True
SUB-00552-002,SME-2024-00552,SME-IOT-STARTER,IoT Package,2025-10-16,,792229,24,False
SUB-00553-001,SME-2024-00553,SME-MANAGED-WIFI,Managed WiFi,2020-05-02,,918743,24,True
SUB-00553-002,SME-2024-00553,SME-BROADBAND-50,Broadband,2020-08-02,,1961944,24,True
SUB-00554-001,SME-2024-00554,SME-DEDICATED-50,Internet Dedicated,2021-01-02,,2744482,12,True
SUB-00554-002,SME-2024-00554,SME-CLOUD-PRO,Cloud Service,2022-01-02,,3775833,6,True
SUB-00555-001,SME-2024-00555,SME-CLOUD-BASIC,Cloud Service,2022-08-03,,815525,12,True
SUB-00555-002,SME-2024-00555,SME-BROADBAND-50,Broadband,2026-05-03,,948975,6,False
SUB-00556-001,SME-2024-00556,SME-UC-BASIC,Unified Communication,2026-05-02,,2243011,24,False
SUB-00557-001,SME-2024-00557,SME-MANAGED-WIFI,Managed WiFi,2019-12-11,,2681159,12,True
SUB-00558-001,SME-2024-00558,SME-BROADBAND-30,Broadband,2023-05-07,,1269136,12,True
