intervention_id,customer_id,intervention_date,intervention_type,channel_used,outcome,cost_incurred,follow_up_date
IVN-00467-531,SME-2024-00467,2026-04-05,Retention Offer,Visit,Accepted,250000,2026-04-20
IVN-00469-532,SME-2024-00469,2025-08-04,Retention Offer,Email,No Response,250000,2025-08-12
IVN-00469-533,SME-2024-00469,2025-09-06,Service Upgrade Offer,Phone Call,Accepted,250000,2025-10-02
IVN-00470-534,SME-2024-00470,2026-05-13,Win-back Call,Visit,Accepted,250000,2026-05-30
IVN-00470-535,SME-2024-00470,2025-12-24,Executive Check-in,WhatsApp,Accepted,250000,2026-01-21
IVN-00471-536,SME-2024-00471,2026-05-22,Loyalty Reward,Phone Call,Declined,100000,2026-05-29
IVN-00471-537,SME-2024-00471,2026-02-11,Executive Check-in,Phone Call,Accepted,100000,2026-02-24
IVN-00471-538,SME-2024-00471,2025-11-23,Win-back Call,Email,Accepted,100000,2025-12-13
IVN-00472-539,SME-2024-00472,2026-04-06,Executive Check-in,WhatsApp,Accepted,250000,2026-04-27
IVN-00472-540,SME-2024-00472,2026-06-12,Discount Package,WhatsApp,Accepted,250000,2026-07-06
IVN-00472-541,SME-2024-00472,2026-04-07,Executive Check-in,Visit,Accepted,100000,2026-04-15
IVN-00473-542,SME-2024-00473,2025-12-05,Discount Package,Phone Call,Accepted,100000,2025-12-20
IVN-00473-543,SME-2024-00473,2025-07-15,Executive Check-in,Phone Call,Accepted,250000,2025-07-25
IVN-00474-544,SME-2024-00474,2025-11-23,Loyalty Reward,Visit,Declined,500000,2025-12-23
IVN-00474-545,SME-2024-00474,2026-06-24,Loyalty Reward,Email,No Response,500000,2026-07-08
IVN-00476-546,SME-2024-00476,2025-07-07,Retention Offer,Email,Accepted,250000,2025-07-24
IVN-00477-547,SME-2024-00477,2026-02-02,Service Upgrade Offer,WhatsApp,Accepted,100000,2026-02-28
IVN-00478-548,SME-2024-00478,2026-04-06,Service Upgrade Offer,WhatsApp,No Response,250000,2026-04-29
IVN-00478-549,SME-2024-00478,2026-03-09,Retention Offer,Email,Accepted,100000,2026-04-02
IVN-00478-550,SME-2024-00478,2026-05-04,Discount Package,Visit,Accepted,100000,2026-05-30
IVN-00480-551,SME-2024-00480,2026-04-07,Executive Check-in,Email,Accepted,250000,2026-04-30
IVN-00481-552,SME-2024-00481,2026-02-07,Retention Offer,Visit,Accepted,500000,2026-02-18
IVN-00481-553,SME-2024-00481,2025-12-24,Retention Offer,Email,Accepted,500000,2026-01-22
IVN-00482-554,SME-2024-00482,2025-11-13,Retention Offer,Visit,Accepted,250000,2025-11-22
IVN-00482-555,SME-2024-00482,2025-07-05,Service Upgrade Offer,Phone Call,Accepted,250000,2025-07-28
IVN-00484-556,SME-2024-00484,2026-01-13,Win-back Call,WhatsApp,Declined,100000,2026-02-01
IVN-00486-557,SME-2024-00486,2026-04-17,Discount Package,WhatsApp,Accepted,500000,2026-05-09
IVN-00486-558,SME-2024-00486,2025-09-18,Executive Check-in,Visit,Accepted,250000,2025-09-29
IVN-00488-559,SME-2024-00488,2026-05-18,Loyalty Reward,WhatsApp,Accepted,500000,2026-06-11
IVN-00489-560,SME-2024-00489,2026-06-06,Retention Offer,Email,Accepted,100000,2026-07-06
IVN-00490-561,SME-2024-00490,2026-03-04,Service Upgrade Offer,Phone Call,Partial,500000,2026-03-15
IVN-00490-562,SME-2024-00490,2025-08-19,Retention Offer,Phone Call,Accepted,500000,2025-09-12
IVN-00491-563,SME-2024-00491,2025-12-09,Win-back Call,Phone Call,Accepted,500000,2025-12-26
IVN-00491-564,SME-2024-00491,2026-04-23,Loyalty Reward,Visit,Partial,250000,2026-05-20
IVN-00495-565,SME-2024-00495,2026-04-01,Executive Check-in,WhatsApp,Declined,100000,2026-05-01
IVN-00496-566,SME-2024-00496,2025-10-12,Win-back Call,Phone Call,Declined,500000,2025-10-23
IVN-00497-567,SME-2024-00497,2025-10-21,Loyalty Reward,Visit,Partial,250000,2025-11-19
IVN-00498-568,SME-2024-00498,2026-05-04,Loyalty Reward,Phone Call,Partial,500000,2026-05-30
IVN-00498-569,SME-2024-00498,2026-03-19,Loyalty Reward,Phone Call,Accepted,500000,2026-04-06
IVN-00498-570,SME-2024-00498,2026-01-15,Service Upgrade Offer,Visit,No Response,100000,2026-02-09
IVN-00498-571,SME-2024-00498,2026-05-09,Service Upgrade Offer,Phone Call,Accepted,100000,2026-05-18
IVN-00500-572,SME-2024-00500,2025-09-18,Loyalty Reward,WhatsApp,Declined,100000,2025-10-04
IVN-00500-573,SME-2024-00500,2025-08-08,Win-back Call,Visit,Accepted,100000,2025-08-15
IVN-00501-574,SME-2024-00501,2026-01-13,Service Upgrade Offer,Phone Call,Accepted,100000,2026-01-22
IVN-00501-575,SME-2024-00501,2026-01-17,Retention Offer,WhatsApp,Accepted,100000,2026-01-26
IVN-00501-576,SME-2024-00501,2026-05-12,Retention Offer,Email,Accepted,100000,2026-06-01
IVN-00502-577,SME-2024-00502,2025-09-09,Executive Check-in,Email,Partial,500000,2025-10-07
IVN-00504-578,SME-2024-00504,2026-06-17,Loyalty Reward,Visit,Accepted,500000,2026-07-17
IVN-00504-579,SME-2024-00504,2025-10-12,Executive Check-in,Phone Call,Partial,500000,2025-10-26
IVN-00506-580,SME-2024-00506,2026-02-14,Retention Offer,Phone Call,Accepted,500000,2026-03-01
IVN-00507-581,SME-2024-00507,2025-10-09,Retention Offer,Phone Call,Accepted,250000,2025-11-05
IVN-00507-582,SME-2024-00507,2026-05-11,Discount Package,Phone Call,No Response,500000,2026-06-06
IVN-00508-583,SME-2024-00508,2025-08-20,Discount Package,Email,Partial,100000,2025-09-16
IVN-00509-584,SME-2024-00509,2025-10-04,Executive Check-in,Phone Call,Accepted,100000,2025-10-23
IVN-00509-585,SME-2024-00509,2025-09-12,Loyalty Reward,Phone Call,No Response,100000,2025-09-29
IVN-00509-586,SME-2024-00509,2025-11-22,Discount Package,Phone Call,Accepted,500000,2025-12-08
IVN-00511-587,SME-2024-00511,2025-10-04,Loyalty Reward,Visit,Partial,250000,2025-10-26
IVN-00511-588,SME-2024-00511,2025-08-11,Retention Offer,Visit,Declined,100000,2025-08-19
IVN-00513-589,SME-2024-00513,2026-03-10,Loyalty Reward,Visit,Accepted,250000,2026-04-02
IVN-00515-590,SME-2024-00515,2026-01-02,Discount Package,WhatsApp,No Response,250000,2026-01-10
IVN-00519-591,SME-2024-00519,2025-07-24,Service Upgrade Offer,WhatsApp,Accepted,500000,2025-08-09
IVN-00522-592,SME-2024-00522,2025-07-07,Discount Package,Email,Accepted,250000,2025-07-15
IVN-00526-593,SME-2024-00526,2025-11-19,Win-back Call,Phone Call,Declined,250000,2025-12-06
IVN-00526-594,SME-2024-00526,2025-10-01,Win-back Call,WhatsApp,Accepted,250000,2025-10-13
IVN-00526-595,SME-2024-00526,2025-09-04,Executive Check-in,Phone Call,Accepted,250000,2025-09-26
IVN-00526-596,SME-2024-00526,2025-09-11,Retention Offer,Visit,Accepted,250000,2025-10-10
IVN-00529-597,SME-2024-00529,2025-08-06,Service Upgrade Offer,WhatsApp,Accepted,250000,2025-08-30
IVN-00529-598,SME-2024-00529,2026-05-14,Service Upgrade Offer,Visit,Partial,500000,2026-06-12
IVN-00530-599,SME-2024-00530,2025-11-07,Win-back Call,Phone Call,Declined,500000,2025-11-20
IVN-00530-600,SME-2024-00530,2025-11-11,Executive Check-in,WhatsApp,Declined,100000,2025-11-25
IVN-00534-601,SME-2024-00534,2026-06-18,Discount Package,Visit,No Response,100000,2026-07-17
IVN-00535-602,SME-2024-00535,2026-06-10,Retention Offer,Email,Accepted,250000,2026-06-27
IVN-00536-603,SME-2024-00536,2025-11-02,Executive Check-in,WhatsApp,Accepted,250000,2025-11-10
IVN-00537-604,SME-2024-00537,2025-12-20,Service Upgrade Offer,Phone Call,Partial,100000,2025-12-27
IVN-00537-605,SME-2024-00537,2025-07-06,Win-back Call,WhatsApp,Accepted,500000,2025-07-15
IVN-00538-606,SME-2024-00538,2026-05-18,Service Upgrade Offer,Email,Accepted,500000,2026-05-26
IVN-00538-607,SME-2024-00538,2026-04-13,Discount Package,WhatsApp,Accepted,250000,2026-04-27
IVN-00538-608,SME-2024-00538,2025-08-19,Service Upgrade Offer,Visit,Accepted,100000,2025-09-13
IVN-00540-609,SME-2024-00540,2025-07-21,Retention Offer,Visit,Accepted,250000,2025-08-04
IVN-00540-610,SME-2024-00540,2026-02-23,Win-back Call,Visit,Accepted,100000,2026-03-21
IVN-00540-611,SME-2024-00540,2026-06-23,Service Upgrade Offer,Visit,Accepted,250000,2026-07-23
IVN-00541-612,SME-2024-00541,2026-02-22,Loyalty Reward,Visit,Accepted,250000,2026-03-24
IVN-00542-613,SME-2024-00542,2026-04-17,Service Upgrade Offer,Email,No Response,500000,2026-05-03
IVN-00542-614,SME-2024-00542,2025-10-15,Executive Check-in,WhatsApp,Declined,100000,2025-10-26
IVN-00543-615,SME-2024-00543,2025-07-03,Win-back Call,Phone Call,Accepted,500000,2025-07-14
IVN-00543-616,SME-2024-00543,2026-02-01,Win-back Call,WhatsApp,Accepted,250000,2026-02-27
IVN-00544-617,SME-2024-00544,2025-09-07,Win-back Call,Phone Call,No Response,500000,2025-09-21
IVN-00547-618,SME-2024-00547,2026-03-13,Loyalty Reward,WhatsApp,Accepted,250000,2026-04-06
IVN-00547-619,SME-2024-00547,2026-04-12,Loyalty Reward,Phone Call,Accepted,250000,2026-05-09
IVN-00547-620,SME-2024-00547,2025-12-07,Loyalty Reward,Phone Call,No Response,100000,2025-12-25
IVN-00550-621,SME-2024-00550,2025-08-11,Win-back Call,Phone Call,No Response,100000,2025-08-22
IVN-00550-622,SME-2024-00550,2026-03-01,Retention Offer,Phone Call,Declined,250000,2026-03-10
IVN-00551-623,SME-2024-00551,2026-06-11,Executive Check-in,Email,Declined,100000,2026-06-28
IVN-00552-624,SME-2024-00552,2026-05-06,Discount Package,Email,Accepted,500000,2026-06-02
IVN-00553-625,SME-2024-00553,2026-03-14,Discount Package,WhatsApp,Accepted,500000,2026-03-25
IVN-00555-626,SME-2024-00555,2026-02-17,Discount Package,Phone Call,Accepted,250000,2026-02-26
IVN-00556-627,SME-2024-00556,2025-09-19,Executive Check-in,Visit,Declined,500000,2025-10-17
IVN-00559-628,SME-2024-00559,2026-03-13,Retention Offer,Email,Accepted,250000,2026-03-23
IVN-00560-629,SME-2024-00560,2025-07-22,Service Upgrade Offer,WhatsApp,No Response,250000,2025-08-08
IVN-00560-630,SME-2024-00560,2026-03-03,Loyalty Reward,Visit,Accepted,100000,2026-03-15
IVN-00560-631,SME-2024-00560,2025-08-21,Executive Check-in,WhatsApp,Declined,250000,2025-08-30
IVN-00560-632,SME-2024-00560,2025-08-19,Win-back Call,WhatsApp,Declined,100000,2025-09-10
IVN-00561-633,SME-2024-00561,2025-12-24,Win-back Call,Email,No Response,250000,2026-01-03
IVN-00562-634,SME-2024-00562,2025-07-07,Service Upgrade Offer,Phone Call,Declined,250000,2025-07-23
IVN-00563-635,SME-2024-00563,2025-12-14,Discount Package,Phone Call,Accepted,100000,2025-12-22
IVN-00563-636,SME-2024-00563,2026-04-21,Executive Check-in,Phone Call,Accepted,250000,2026-05-04
IVN-00564-637,SME-2024-00564,2025-09-10,Retention Offer,Email,Accepted,500000,2025-09-28
IVN-00564-638,SME-2024-00564,2025-08-04,Discount Package,Email,Accepted,100000,2025-08-19
IVN-00564-639,SME-2024-00564,2025-09-19,Service Upgrade Offer,Email,Declined,500000,2025-10-07
IVN-00565-640,SME-2024-00565,2025-09-05,Service Upgrade Offer,Email,Partial,100000,2025-10-02
IVN-00566-641,SME-2024-00566,2025-10-14,Win-back Call,Phone Call,Accepted,250000,2025-11-07
IVN-00568-642,SME-2024-00568,2026-06-22,Service Upgrade Offer,Phone Call,Partial,250000,2026-07-13
IVN-00568-643,SME-2024-00568,2026-06-16,Executive Check-in,Phone Call,Declined,500000,2026-07-04
IVN-00569-644,SME-2024-00569,2025-10-13,Retention Offer,Phone Call,Declined,500000,2025-11-10
IVN-00570-645,SME-2024-00570,2026-03-09,Win-back Call,Visit,Accepted,250000,2026-03-29
IVN-00571-646,SME-2024-00571,2026-06-24,Retention Offer,Visit,Accepted,250000,2026-07-15
IVN-00571-647,SME-2024-00571,2025-09-20,Executive Check-in,Visit,Accepted,500000,2025-10-06
IVN-00571-648,SME-2024-00571,2026-06-03,Win-back Call,WhatsApp,Declined,100000,2026-06-22
IVN-00573-649,SME-2024-00573,2026-04-13,Service Upgrade Offer,Phone Call,Accepted,100000,2026-05-06
IVN-00577-650,SME-2024-00577,2025-10-21,Retention Offer,Email,Accepted,250000,2025-11-10
IVN-00577-651,SME-2024-00577,2026-06-01,Win-back Call,Phone Call,Declined,250000,2026-06-22
IVN-00579-652,SME-2024-00579,2026-03-08,Service Upgrade Offer,Email,Accepted,500000,2026-03-25
IVN-00581-653,SME-2024-00581,2026-02-04,Service Upgrade Offer,WhatsApp,Accepted,100000,2026-02-24
IVN-00582-654,SME-2024-00582,2026-06-17,Service Upgrade Offer,WhatsApp,Accepted,500000,2026-07-17
IVN-00583-655,SME-2024-00583,2026-04-22,Win-back Call,Visit,No Response,250000,2026-05-21
IVN-00584-656,SME-2024-00584,2025-12-18,Service Upgrade Offer,Phone Call,Accepted,250000,2026-01-13
IVN-00586-657,SME-2024-00586,2026-02-05,Executive Check-in,Email,Accepted,500000,2026-03-05
IVN-00586-658,SME-2024-00586,2026-06-04,Executive Check-in,Phone Call,Accepted,100000,2026-06-14
IVN-00587-659,SME-2024-00587,2026-05-15,Loyalty Reward,Phone Call,No Response,100000,2026-05-29
IVN-00589-660,SME-2024-00589,2026-02-14,Loyalty Reward,Email,Accepted,100000,2026-03-01
IVN-00589-661,SME-2024-00589,2026-05-11,Retention Offer,Visit,Declined,500000,2026-05-29
IVN-00589-662,SME-2024-00589,2025-10-02,Retention Offer,Phone Call,Accepted,500000,2025-10-27
IVN-00590-663,SME-2024-00590,2025-10-07,Discount Package,WhatsApp,Accepted,250000,2025-10-19
IVN-00591-664,SME-2024-00591,2025-11-15,Retention Offer,WhatsApp,No Response,100000,2025-12-11
IVN-00591-665,SME-2024-00591,2025-10-09,Executive Check-in,Visit,Partial,500000,2025-11-08
IVN-00592-666,SME-2024-00592,2025-08-19,Service Upgrade Offer,WhatsApp,Accepted,500000,2025-08-26
IVN-00592-667,SME-2024-00592,2025-07-06,Service Upgrade Offer,WhatsApp,Declined,100000,2025-07-18
IVN-00593-668,SME-2024-00593,2025-07-08,Discount Package,WhatsApp,Accepted,250000,2025-07-23
IVN-00594-669,SME-2024-00594,2025-09-04,Service Upgrade Offer,Phone Call,Accepted,500000,2025-09-18
IVN-00594-670,SME-2024-00594,2025-09-01,Retention Offer,Email,Accepted,500000,2025-09-16
IVN-00594-671,SME-2024-00594,2026-04-03,Service Upgrade Offer,Phone Call,Accepted,500000,2026-04-30
IVN-00594-672,SME-2024-00594,2026-03-08,Win-back Call,Phone Call,Accepted,500000,2026-03-22
IVN-00594-673,SME-2024-00594,2025-11-09,Loyalty Reward,Email,Accepted,500000,2025-12-06
IVN-00596-674,SME-2024-00596,2026-02-22,Loyalty Reward,Email,Accepted,250000,2026-03-09
IVN-00597-675,SME-2024-00597,2025-11-05,Win-back Call,Phone Call,Accepted,500000,2025-11-22
IVN-00597-676,SME-2024-00597,2025-12-08,Service Upgrade Offer,WhatsApp,Accepted,500000,2025-12-21
IVN-00598-677,SME-2024-00598,2025-07-22,Retention Offer,Phone Call,Declined,250000,2025-08-03
IVN-00600-678,SME-2024-00600,2025-11-01,Loyalty Reward,Visit,Accepted,250000,2025-11-20
IVN-00600-679,SME-2024-00600,2025-08-15,Executive Check-in,WhatsApp,Accepted,500000,2025-08-24
IVN-00602-680,SME-2024-00602,2026-06-12,Loyalty Reward,Phone Call,Accepted,500000,2026-06-23
IVN-00603-681,SME-2024-00603,2026-06-01,Service Upgrade Offer,Phone Call,Accepted,500000,2026-06-25
IVN-00605-682,SME-2024-00605,2026-06-14,Discount Package,Phone Call,Declined,250000,2026-07-04
IVN-00606-683,SME-2024-00606,2026-05-05,Win-back Call,Phone Call,No Response,100000,2026-05-27
IVN-00607-684,SME-2024-00607,2026-06-16,Retention Offer,Email,Accepted,100000,2026-07-04
IVN-00610-685,SME-2024-00610,2026-06-09,Retention Offer,Email,No Response,500000,2026-07-08
IVN-00610-686,SME-2024-00610,2026-06-24,Loyalty Reward,Email,Declined,500000,2026-07-23
IVN-00610-687,SME-2024-00610,2026-05-23,Loyalty Reward,Email,Accepted,500000,2026-06-22
IVN-00613-688,SME-2024-00613,2026-05-01,Executive Check-in,Email,No Response,100000,2026-05-18
IVN-00614-689,SME-2024-00614,2026-06-13,Executive Check-in,Email,Partial,250000,2026-07-08
IVN-00617-690,SME-2024-00617,2026-05-03,Retention Offer,Phone Call,Accepted,250000,2026-05-23
IVN-00617-691,SME-2024-00617,2026-05-21,Service Upgrade Offer,Phone Call,Accepted,500000,2026-06-16
IVN-00618-692,SME-2024-00618,2026-04-06,Executive Check-in,Email,Declined,250000,2026-04-16
IVN-00619-693,SME-2024-00619,2026-06-09,Loyalty Reward,Email,Accepted,100000,2026-06-18
IVN-00620-694,SME-2024-00620,2026-06-19,Service Upgrade Offer,WhatsApp,Accepted,500000,2026-07-19
IVN-00620-695,SME-2024-00620,2026-05-22,Win-back Call,Email,Accepted,100000,2026-06-08
IVN-00621-696,SME-2024-00621,2026-06-16,Win-back Call,Visit,Accepted,250000,2026-07-12
IVN-00623-697,SME-2024-00623,2026-05-11,Service Upgrade Offer,Phone Call,Accepted,100000,2026-05-31
IVN-00623-698,SME-2024-00623,2026-06-06,Loyalty Reward,Email,Accepted,500000,2026-06-24
IVN-00624-699,SME-2024-00624,2026-06-19,Win-back Call,WhatsApp,Accepted,500000,2026-07-02
IVN-00624-700,SME-2024-00624,2026-06-22,Discount Package,Email,Partial,250000,2026-07-14
IVN-00624-701,SME-2024-00624,2026-06-04,Win-back Call,Phone Call,Declined,250000,2026-06-11
IVN-00625-702,SME-2024-00625,2026-05-17,Service Upgrade Offer,Phone Call,Accepted,500000,2026-06-06
IVN-00625-703,SME-2024-00625,2026-05-14,Executive Check-in,Phone Call,No Response,500000,2026-05-29
IVN-00626-704,SME-2024-00626,2026-05-16,Executive Check-in,Email,Accepted,100000,2026-05-25
IVN-00626-705,SME-2024-00626,2026-05-18,Discount Package,Email,Accepted,250000,2026-06-05
IVN-00626-706,SME-2024-00626,2026-06-08,Loyalty Reward,WhatsApp,Accepted,500000,2026-06-28
IVN-00626-707,SME-2024-00626,2026-05-05,Loyalty Reward,Phone Call,Declined,500000,2026-05-17
IVN-00628-708,SME-2024-00628,2026-03-14,Retention Offer,Email,Accepted,250000,2026-03-25
IVN-00630-709,SME-2024-00630,2026-02-24,Win-back Call,WhatsApp,Accepted,100000,2026-03-05
IVN-00630-710,SME-2024-00630,2026-05-07,Discount Package,Visit,Accepted,100000,2026-05-31
IVN-00631-711,SME-2024-00631,2026-04-15,Service Upgrade Offer,Email,Accepted,500000,2026-05-10
IVN-00632-712,SME-2024-00632,2026-03-21,Executive Check-in,Phone Call,No Response,500000,2026-04-01
IVN-00632-713,SME-2024-00632,2026-01-16,Win-back Call,Phone Call,Partial,250000,2026-02-02
IVN-00632-714,SME-2024-00632,2026-04-14,Executive Check-in,Phone Call,No Response,500000,2026-05-06
IVN-00632-715,SME-2024-00632,2026-01-09,Discount Package,Phone Call,Declined,100000,2026-02-01
IVN-00634-716,SME-2024-00634,2026-02-04,Service Upgrade Offer,Email,Declined,500000,2026-02-16
IVN-00634-717,SME-2024-00634,2026-06-23,Loyalty Reward,Visit,Declined,500000,2026-07-14
IVN-00635-718,SME-2024-00635,2026-04-15,Win-back Call,Email,Accepted,250000,2026-05-10
IVN-00636-719,SME-2024-00636,2026-05-03,Service Upgrade Offer,Email,No Response,100000,2026-05-20
IVN-00638-720,SME-2024-00638,2026-05-13,Win-back Call,WhatsApp,Accepted,250000,2026-05-29
IVN-00638-721,SME-2024-00638,2026-05-15,Loyalty Reward,Visit,Accepted,250000,2026-06-01
IVN-00638-722,SME-2024-00638,2026-05-17,Service Upgrade Offer,WhatsApp,Accepted,100000,2026-05-31
IVN-00638-723,SME-2024-00638,2026-06-05,Service Upgrade Offer,Email,Partial,100000,2026-06-29
IVN-00640-724,SME-2024-00640,2026-06-12,Win-back Call,WhatsApp,No Response,250000,2026-07-10
IVN-00642-725,SME-2024-00642,2026-06-15,Executive Check-in,WhatsApp,Accepted,250000,2026-07-04
IVN-00642-726,SME-2024-00642,2026-06-13,Retention Offer,Visit,Accepted,100000,2026-07-06
IVN-00643-727,SME-2024-00643,2026-06-03,Loyalty Reward,WhatsApp,No Response,500000,2026-06-20
IVN-00645-728,SME-2024-00645,2026-05-10,Win-back Call,Phone Call,Accepted,500000,2026-05-17
IVN-00648-729,SME-2024-00648,2026-05-05,Discount Package,WhatsApp,Partial,250000,2026-06-03
IVN-00649-730,SME-2024-00649,2026-05-22,Loyalty Reward,Phone Call,No Response,500000,2026-06-17
IVN-00650-731,SME-2024-00650,2026-06-13,Discount Package,WhatsApp,Partial,100000,2026-06-30
IVN-00650-732,SME-2024-00650,2026-05-09,Executive Check-in,Visit,No Response,500000,2026-06-07
IVN-00651-733,SME-2024-00651,2026-03-15,Retention Offer,Visit,No Response,500000,2026-04-14
IVN-00651-734,SME-2024-00651,2026-06-02,Retention Offer,Visit,Accepted,250000,2026-06-18
IVN-00653-735,SME-2024-00653,2026-02-10,Loyalty Reward,Phone Call,No Response,250000,2026-03-11
IVN-00658-736,SME-2024-00658,2026-02-01,Discount Package,WhatsApp,Accepted,100000,2026-03-02
IVN-00660-737,SME-2024-00660,2026-04-10,Service Upgrade Offer,WhatsApp,Accepted,100000,2026-04-18
IVN-00661-738,SME-2024-00661,2026-04-07,Retention Offer,WhatsApp,Partial,100000,2026-04-17
IVN-00662-739,SME-2024-00662,2026-06-03,Retention Offer,WhatsApp,Accepted,100000,2026-06-14
IVN-00663-740,SME-2024-00663,2026-05-14,Service Upgrade Offer,Visit,Accepted,500000,2026-06-06
IVN-00663-741,SME-2024-00663,2026-03-20,Win-back Call,WhatsApp,Declined,250000,2026-04-12
IVN-00666-742,SME-2024-00666,2026-01-14,Loyalty Reward,WhatsApp,Accepted,500000,2026-01-22
IVN-00671-743,SME-2024-00671,2026-05-18,Service Upgrade Offer,WhatsApp,Accepted,250000,2026-06-03
IVN-00674-744,SME-2024-00674,2026-06-03,Executive Check-in,Email,Accepted,500000,2026-06-27
IVN-00674-745,SME-2024-00674,2026-06-04,Retention Offer,Visit,Accepted,500000,2026-06-22
IVN-00675-746,SME-2024-00675,2026-01-23,Executive Check-in,Email,Declined,250000,2026-02-08
IVN-00677-747,SME-2024-00677,2026-05-11,Executive Check-in,Phone Call,Accepted,500000,2026-05-19
IVN-00677-748,SME-2024-00677,2026-01-06,Service Upgrade Offer,Visit,Accepted,100000,2026-01-29
IVN-00679-749,SME-2024-00679,2026-05-10,Retention Offer,Email,Declined,500000,2026-05-19
IVN-00680-750,SME-2024-00680,2026-06-11,Retention Offer,WhatsApp,Accepted,500000,2026-06-26
IVN-00680-751,SME-2024-00680,2026-04-18,Retention Offer,Email,Accepted,250000,2026-05-13
IVN-00682-752,SME-2024-00682,2026-02-12,Discount Package,WhatsApp,No Response,250000,2026-02-24
IVN-00682-753,SME-2024-00682,2026-03-17,Discount Package,Phone Call,Declined,500000,2026-04-01
IVN-00683-754,SME-2024-00683,2026-03-24,Loyalty Reward,WhatsApp,No Response,250000,2026-04-16
IVN-00683-755,SME-2024-00683,2026-04-20,Discount Package,Visit,Accepted,500000,2026-05-10
IVN-00684-756,SME-2024-00684,2026-03-01,Retention Offer,Visit,Accepted,250000,2026-03-11
IVN-00684-757,SME-2024-00684,2026-06-12,Loyalty Reward,WhatsApp,Accepted,500000,2026-07-10
IVN-00686-758,SME-2024-00686,2026-05-01,Loyalty Reward,Email,Declined,100000,2026-05-09
IVN-00686-759,SME-2024-00686,2026-05-13,Loyalty Reward,Visit,Accepted,100000,2026-05-24
IVN-00691-760,SME-2024-00691,2026-06-02,Win-back Call,Phone Call,Accepted,100000,2026-06-18
IVN-00691-761,SME-2024-00691,2026-01-03,Loyalty Reward,Visit,Accepted,100000,2026-01-26
IVN-00692-762,SME-2024-00692,2026-02-08,Win-back Call,WhatsApp,Accepted,100000,2026-02-22
IVN-00693-763,SME-2024-00693,2026-05-08,Win-back Call,WhatsApp,Declined,500000,2026-05-25
IVN-00693-764,SME-2024-00693,2026-04-03,Executive Check-in,Phone Call,No Response,100000,2026-04-13
IVN-00694-765,SME-2024-00694,2026-03-15,Loyalty Reward,WhatsApp,Accepted,100000,2026-04-04
IVN-00694-766,SME-2024-00694,2026-02-21,Loyalty Reward,Visit,Accepted,250000,2026-03-15
IVN-00694-767,SME-2024-00694,2026-05-02,Discount Package,Visit,Accepted,100000,2026-05-20
IVN-00694-768,SME-2024-00694,2026-02-01,Discount Package,Email,No Response,250000,2026-02-10
IVN-00697-769,SME-2024-00697,2026-03-08,Retention Offer,Phone Call,Declined,250000,2026-04-04
IVN-00698-770,SME-2024-00698,2026-06-22,Discount Package,Phone Call,Accepted,500000,2026-07-13
IVN-00700-771,SME-2024-00700,2026-06-01,Retention Offer,Visit,Accepted,100000,2026-06-24
IVN-00700-772,SME-2024-00700,2026-06-22,Service Upgrade Offer,Email,Declined,100000,2026-07-14
IVN-00703-773,SME-2024-00703,2026-06-04,Discount Package,WhatsApp,Accepted,500000,2026-07-03
IVN-00703-774,SME-2024-00703,2026-05-22,Service Upgrade Offer,Phone Call,Accepted,500000,2026-06-11
IVN-00704-775,SME-2024-00704,2026-04-12,Loyalty Reward,Phone Call,Declined,100000,2026-05-06
IVN-00704-776,SME-2024-00704,2026-05-24,Loyalty Reward,Email,Accepted,100000,2026-06-03
IVN-00706-777,SME-2024-00706,2026-04-12,Discount Package,Phone Call,Accepted,500000,2026-05-08
IVN-00706-778,SME-2024-00706,2026-04-17,Service Upgrade Offer,WhatsApp,Accepted,500000,2026-04-29
IVN-00707-779,SME-2024-00707,2026-06-21,Win-back Call,Email,No Response,250000,2026-07-15
IVN-00709-780,SME-2024-00709,2026-06-21,Loyalty Reward,Phone Call,Declined,100000,2026-07-12
IVN-00717-781,SME-2024-00717,2026-06-09,Win-back Call,Phone Call,Partial,100000,2026-07-05
IVN-00718-782,SME-2024-00718,2026-06-23,Win-back Call,Email,Accepted,250000,2026-07-09
IVN-00718-783,SME-2024-00718,2026-04-07,Loyalty Reward,Phone Call,Declined,100000,2026-05-07
IVN-00720-784,SME-2024-00720,2026-06-13,Discount Package,Visit,Accepted,100000,2026-07-11
IVN-00721-785,SME-2024-00721,2026-06-10,Executive Check-in,Visit,Accepted,100000,2026-06-26
IVN-00721-786,SME-2024-00721,2026-06-11,Retention Offer,Visit,No Response,250000,2026-06-23
IVN-00722-787,SME-2024-00722,2026-06-18,Win-back Call,WhatsApp,Accepted,500000,2026-06-28
IVN-00723-788,SME-2024-00723,2026-04-12,Retention Offer,Phone Call,Declined,100000,2026-05-12
IVN-00724-789,SME-2024-00724,2026-06-18,Loyalty Reward,Phone Call,Accepted,100000,2026-06-25
IVN-00725-790,SME-2024-00725,2026-06-22,Win-back Call,Visit,Accepted,250000,2026-07-02
IVN-00726-791,SME-2024-00726,2026-06-04,Retention Offer,Phone Call,Accepted,500000,2026-06-19
IVN-00727-792,SME-2024-00727,2026-04-17,Win-back Call,Visit,Accepted,500000,2026-04-27
IVN-00729-793,SME-2024-00729,2026-06-21,Win-back Call,WhatsApp,Accepted,250000,2026-07-07
