metric_id,customer_id,period_month,bandwidth_utilization_pct,avg_daily_usage_hours,peak_usage_trend,service_downtime_minutes,support_ticket_count,feature_adoption_score
USE-00478-202509,SME-2024-00478,2025-09,93.8,14.9,Fluktuatif,73,0,5
USE-00478-202510,SME-2024-00478,2025-10,94.6,13.3,Stabil,18,1,6
USE-00478-202511,SME-2024-00478,2025-11,95.4,13.7,Stabil,170,1,6
USE-00478-202512,SME-2024-00478,2025-12,96.4,14.5,Stabil,55,1,6
USE-00478-202601,SME-2024-00478,2026-01,95.1,14.6,Stabil,36,0,5
USE-00478-202602,SME-2024-00478,2026-02,98.0,14.2,Fluktuatif,23,1,6
USE-00478-202603,SME-2024-00478,2026-03,98.0,15.4,Fluktuatif,49,3,5
USE-00478-202604,SME-2024-00478,2026-04,98.0,14.2,Stabil,7,1,5
USE-00478-202605,SME-2024-00478,2026-05,97.1,14.7,Fluktuatif,91,0,5
USE-00478-202606,SME-2024-00478,2026-06,98.0,15.1,Stabil,60,3,6
USE-00479-202507,SME-2024-00479,2025-07,88.3,13.4,Stabil,5,2,7
USE-00479-202508,SME-2024-00479,2025-08,87.4,12.6,Stabil,60,2,8
USE-00479-202509,SME-2024-00479,2025-09,87.6,13.2,Fluktuatif,33,2,7
USE-00479-202510,SME-2024-00479,2025-10,84.5,12.4,Stabil,2,1,7
USE-00479-202511,SME-2024-00479,2025-11,86.1,13.0,Stabil,81,2,7
USE-00479-202512,SME-2024-00479,2025-12,85.9,13.4,Stabil,30,1,7
USE-00479-202601,SME-2024-00479,2026-01,88.4,12.2,Stabil,40,2,8
USE-00479-202602,SME-2024-00479,2026-02,90.0,12.9,Stabil,10,1,8
USE-00479-202603,SME-2024-00479,2026-03,92.9,13.8,Fluktuatif,27,1,7
USE-00479-202604,SME-2024-00479,2026-04,91.5,14.5,Stabil,41,1,7
USE-00479-202605,SME-2024-00479,2026-05,95.0,14.9,Fluktuatif,0,1,7
USE-00479-202606,SME-2024-00479,2026-06,93.3,14.0,Fluktuatif,1,1,7
USE-00480-202507,SME-2024-00480,2025-07,72.8,11.2,Stabil,27,3,8
USE-00480-202508,SME-2024-00480,2025-08,67.4,9.9,Stabil,93,2,8
USE-00480-202509,SME-2024-00480,2025-09,72.4,11.9,Stabil,32,0,9
USE-00480-202510,SME-2024-00480,2025-10,78.2,11.4,Fluktuatif,35,0,8
USE-00480-202511,SME-2024-00480,2025-11,71.5,11.4,Stabil,17,1,8
USE-00480-202512,SME-2024-00480,2025-12,68.5,10.4,Stabil,22,0,8
USE-00480-202601,SME-2024-00480,2026-01,70.5,11.5,Fluktuatif,86,1,8
USE-00480-202602,SME-2024-00480,2026-02,72.2,9.5,Stabil,2,3,9
USE-00480-202603,SME-2024-00480,2026-03,73.8,10.9,Stabil,11,2,8
USE-00480-202604,SME-2024-00480,2026-04,68.3,11.2,Stabil,7,0,8
USE-00480-202605,SME-2024-00480,2026-05,73.1,10.3,Fluktuatif,43,2,8
USE-00480-202606,SME-2024-00480,2026-06,70.0,10.0,Stabil,9,1,8
USE-00481-202507,SME-2024-00481,2025-07,62.3,9.2,Stabil,4,0,7
USE-00481-202508,SME-2024-00481,2025-08,61.5,9.8,Stabil,4,0,6
USE-00481-202509,SME-2024-00481,2025-09,62.9,9.1,Fluktuatif,25,0,7
USE-00481-202510,SME-2024-00481,2025-10,66.4,9.6,Stabil,0,0,6
USE-00481-202511,SME-2024-00481,2025-11,63.7,8.8,Stabil,6,1,7
USE-00481-202512,SME-2024-00481,2025-12,60.0,8.9,Stabil,10,1,6
USE-00481-202601,SME-2024-00481,2026-01,61.7,8.8,Stabil,4,0,7
USE-00481-202602,SME-2024-00481,2026-02,60.2,9.5,Stabil,14,2,7
USE-00481-202603,SME-2024-00481,2026-03,60.4,9.2,Fluktuatif,13,1,7
USE-00481-202604,SME-2024-00481,2026-04,57.4,9.7,Stabil,77,0,7
USE-00481-202605,SME-2024-00481,2026-05,59.2,8.1,Fluktuatif,25,1,7
USE-00481-202606,SME-2024-00481,2026-06,59.2,8.7,Stabil,91,1,7
USE-00482-202507,SME-2024-00482,2025-07,60.5,8.3,Turun,2,1,9
USE-00482-202508,SME-2024-00482,2025-08,67.3,9.2,Turun,142,4,9
USE-00482-202509,SME-2024-00482,2025-09,63.4,9.1,Turun,24,1,9
USE-00482-202510,SME-2024-00482,2025-10,66.5,10.2,Turun,23,1,8
USE-00482-202511,SME-2024-00482,2025-11,64.7,9.4,Turun,164,3,9
USE-00482-202512,SME-2024-00482,2025-12,67.1,9.2,Turun,14,1,8
USE-00482-202601,SME-2024-00482,2026-01,63.5,9.2,Turun,94,2,8
USE-00482-202602,SME-2024-00482,2026-02,56.3,8.0,Turun,14,3,9
USE-00482-202603,SME-2024-00482,2026-03,56.5,8.1,Turun,42,0,8
USE-00482-202604,SME-2024-00482,2026-04,57.9,8.3,Turun,33,0,8
USE-00482-202605,SME-2024-00482,2026-05,61.2,9.3,Turun,46,2,9
USE-00482-202606,SME-2024-00482,2026-06,56.1,8.7,Turun,1,3,10
USE-00483-202507,SME-2024-00483,2025-07,76.6,11.8,Naik,56,4,6
USE-00483-202508,SME-2024-00483,2025-08,77.4,11.9,Naik,59,1,7
USE-00483-202509,SME-2024-00483,2025-09,79.3,11.3,Naik,34,2,7
USE-00483-202510,SME-2024-00483,2025-10,78.9,12.5,Naik,22,1,6
USE-00483-202511,SME-2024-00483,2025-11,79.7,13.1,Naik,14,1,6
USE-00483-202512,SME-2024-00483,2025-12,81.6,12.3,Naik,45,0,6
USE-00483-202601,SME-2024-00483,2026-01,82.4,12.8,Naik,28,0,6
USE-00483-202602,SME-2024-00483,2026-02,84.1,13.3,Naik,9,0,6
USE-00483-202603,SME-2024-00483,2026-03,88.0,13.4,Naik,14,3,6
USE-00483-202604,SME-2024-00483,2026-04,86.0,12.4,Naik,18,1,7
USE-00483-202605,SME-2024-00483,2026-05,86.3,13.0,Naik,76,2,6
USE-00483-202606,SME-2024-00483,2026-06,83.8,12.9,Naik,11,1,7
USE-00484-202507,SME-2024-00484,2025-07,73.4,10.2,Stabil,65,1,6
USE-00484-202508,SME-2024-00484,2025-08,78.7,12.2,Fluktuatif,36,2,7
USE-00484-202509,SME-2024-00484,2025-09,74.9,10.8,Stabil,27,0,7
USE-00484-202510,SME-2024-00484,2025-10,77.3,11.2,Stabil,178,1,6
USE-00484-202511,SME-2024-00484,2025-11,73.9,10.7,Fluktuatif,10,1,6
USE-00484-202512,SME-2024-00484,2025-12,71.2,10.8,Stabil,31,1,7
USE-00484-202601,SME-2024-00484,2026-01,74.6,10.7,Fluktuatif,12,1,7
USE-00484-202602,SME-2024-00484,2026-02,72.6,10.6,Stabil,61,2,7
USE-00484-202603,SME-2024-00484,2026-03,71.3,10.0,Stabil,34,1,7
USE-00484-202604,SME-2024-00484,2026-04,72.2,10.5,Fluktuatif,16,2,6
USE-00484-202605,SME-2024-00484,2026-05,67.3,10.0,Stabil,67,2,6
USE-00484-202606,SME-2024-00484,2026-06,69.5,10.7,Stabil,5,1,6
USE-00485-202507,SME-2024-00485,2025-07,68.4,9.8,Fluktuatif,10,1,6
USE-00485-202508,SME-2024-00485,2025-08,72.2,11.4,Stabil,1,0,6
USE-00485-202509,SME-2024-00485,2025-09,73.5,10.8,Fluktuatif,45,2,6
USE-00485-202510,SME-2024-00485,2025-10,67.3,10.5,Stabil,95,2,6
USE-00485-202511,SME-2024-00485,2025-11,68.3,10.6,Stabil,37,0,7
USE-00485-202512,SME-2024-00485,2025-12,68.1,10.5,Stabil,9,1,5
USE-00485-202601,SME-2024-00485,2026-01,71.1,11.0,Fluktuatif,54,0,6
USE-00485-202602,SME-2024-00485,2026-02,67.2,9.1,Stabil,27,1,6
USE-00485-202603,SME-2024-00485,2026-03,68.3,10.4,Stabil,40,0,5
USE-00485-202604,SME-2024-00485,2026-04,65.6,9.4,Stabil,103,2,6
USE-00485-202605,SME-2024-00485,2026-05,68.2,10.8,Stabil,58,2,5
USE-00485-202606,SME-2024-00485,2026-06,68.2,9.7,Fluktuatif,26,1,6
USE-00486-202507,SME-2024-00486,2025-07,58.7,9.5,Turun,0,0,7
USE-00486-202508,SME-2024-00486,2025-08,59.0,8.7,Turun,22,2,8
USE-00486-202509,SME-2024-00486,2025-09,58.4,9.0,Turun,4,2,8
USE-00486-202510,SME-2024-00486,2025-10,55.6,8.6,Turun,18,1,8
USE-00486-202511,SME-2024-00486,2025-11,54.5,8.7,Turun,21,0,8
USE-00486-202512,SME-2024-00486,2025-12,53.0,8.3,Turun,116,0,7
USE-00486-202601,SME-2024-00486,2026-01,54.7,7.6,Turun,4,0,8
USE-00486-202602,SME-2024-00486,2026-02,49.7,7.0,Turun,0,3,8
USE-00486-202603,SME-2024-00486,2026-03,54.0,7.3,Turun,15,1,7
USE-00486-202604,SME-2024-00486,2026-04,55.4,8.0,Turun,1,3,8
USE-00486-202605,SME-2024-00486,2026-05,45.0,6.6,Turun,22,0,7
USE-00486-202606,SME-2024-00486,2026-06,44.9,6.8,Turun,30,0,7
USE-00487-202507,SME-2024-00487,2025-07,67.8,10.1,Stabil,7,2,5
USE-00487-202508,SME-2024-00487,2025-08,72.4,10.8,Stabil,13,2,4
USE-00487-202509,SME-2024-00487,2025-09,72.0,10.9,Fluktuatif,105,1,6
USE-00487-202510,SME-2024-00487,2025-10,71.9,10.9,Stabil,37,0,5
USE-00487-202511,SME-2024-00487,2025-11,70.2,10.8,Fluktuatif,39,0,5
USE-00487-202512,SME-2024-00487,2025-12,73.2,11.2,Fluktuatif,23,1,6
USE-00487-202601,SME-2024-00487,2026-01,70.2,10.3,Stabil,15,1,5
USE-00487-202602,SME-2024-00487,2026-02,72.6,11.7,Stabil,23,2,5
USE-00487-202603,SME-2024-00487,2026-03,71.4,10.7,Stabil,3,0,5
USE-00487-202604,SME-2024-00487,2026-04,72.1,10.9,Fluktuatif,75,1,4
USE-00487-202605,SME-2024-00487,2026-05,72.1,11.2,Stabil,45,0,4
USE-00487-202606,SME-2024-00487,2026-06,67.0,10.5,Fluktuatif,2,1,6
USE-00488-202507,SME-2024-00488,2025-07,95.3,14.2,Stabil,37,2,5
USE-00488-202508,SME-2024-00488,2025-08,91.1,13.2,Stabil,8,2,5
USE-00488-202509,SME-2024-00488,2025-09,94.7,15.4,Stabil,5,1,5
USE-00488-202510,SME-2024-00488,2025-10,94.2,13.6,Stabil,89,0,6
USE-00488-202511,SME-2024-00488,2025-11,96.9,14.3,Stabil,136,1,6
USE-00488-202512,SME-2024-00488,2025-12,91.1,14.1,Stabil,34,0,5
USE-00488-202601,SME-2024-00488,2026-01,95.2,14.2,Fluktuatif,25,1,5
USE-00488-202602,SME-2024-00488,2026-02,98.0,14.5,Stabil,16,1,5
USE-00488-202603,SME-2024-00488,2026-03,96.9,13.9,Stabil,77,1,5
USE-00488-202604,SME-2024-00488,2026-04,95.3,15.1,Fluktuatif,8,2,5
USE-00488-202605,SME-2024-00488,2026-05,97.9,15.0,Fluktuatif,4,0,6
USE-00488-202606,SME-2024-00488,2026-06,97.4,14.6,Stabil,68,2,6
USE-00489-202507,SME-2024-00489,2025-07,86.4,12.6,Stabil,6,3,7
USE-00489-202508,SME-2024-00489,2025-08,88.1,13.5,Fluktuatif,56,2,7
USE-00489-202509,SME-2024-00489,2025-09,87.5,12.3,Stabil,19,1,7
USE-00489-202510,SME-2024-00489,2025-10,85.4,13.2,Fluktuatif,4,1,8
USE-00489-202511,SME-2024-00489,2025-11,87.8,13.1,Fluktuatif,0,1,6
USE-00489-202512,SME-2024-00489,2025-12,86.2,12.1,Fluktuatif,20,1,6
USE-00489-202601,SME-2024-00489,2026-01,82.8,12.1,Stabil,1,2,6
USE-00489-202602,SME-2024-00489,2026-02,85.2,13.5,Fluktuatif,33,0,7
USE-00489-202603,SME-2024-00489,2026-03,87.1,12.2,Stabil,29,1,7
USE-00489-202604,SME-2024-00489,2026-04,80.9,12.7,Stabil,19,0,7
USE-00489-202605,SME-2024-00489,2026-05,82.9,12.6,Stabil,39,1,7
USE-00489-202606,SME-2024-00489,2026-06,84.2,13.1,Fluktuatif,3,2,6
USE-00490-202507,SME-2024-00490,2025-07,87.9,13.2,Stabil,21,1,6
USE-00490-202508,SME-2024-00490,2025-08,91.1,14.7,Fluktuatif,73,3,6
USE-00490-202509,SME-2024-00490,2025-09,93.3,13.6,Stabil,12,1,5
USE-00490-202510,SME-2024-00490,2025-10,93.1,13.7,Fluktuatif,91,2,6
USE-00490-202511,SME-2024-00490,2025-11,90.5,13.9,Stabil,75,0,6
USE-00490-202512,SME-2024-00490,2025-12,90.3,13.5,Stabil,16,1,6
USE-00490-202601,SME-2024-00490,2026-01,88.9,13.7,Stabil,12,0,5
USE-00490-202602,SME-2024-00490,2026-02,89.9,13.5,Stabil,86,0,5
USE-00490-202603,SME-2024-00490,2026-03,94.3,14.0,Fluktuatif,36,0,6
USE-00490-202604,SME-2024-00490,2026-04,93.7,13.3,Stabil,68,2,6
USE-00490-202605,SME-2024-00490,2026-05,91.9,13.8,Stabil,38,4,6
USE-00490-202606,SME-2024-00490,2026-06,91.3,12.9,Stabil,56,1,6
USE-00491-202507,SME-2024-00491,2025-07,77.9,11.6,Stabil,89,0,8
USE-00491-202508,SME-2024-00491,2025-08,79.7,12.3,Stabil,64,1,9
USE-00491-202509,SME-2024-00491,2025-09,81.5,12.4,Stabil,56,1,8
USE-00491-202510,SME-2024-00491,2025-10,78.3,11.9,Fluktuatif,26,1,8
USE-00491-202511,SME-2024-00491,2025-11,77.4,11.5,Stabil,3,1,8
USE-00491-202512,SME-2024-00491,2025-12,83.0,12.5,Stabil,82,1,9
USE-00491-202601,SME-2024-00491,2026-01,85.3,12.1,Stabil,91,0,8
USE-00491-202602,SME-2024-00491,2026-02,84.9,12.0,Stabil,29,0,8
USE-00491-202603,SME-2024-00491,2026-03,83.1,12.1,Stabil,59,3,9
USE-00491-202604,SME-2024-00491,2026-04,82.2,12.2,Stabil,10,2,8
USE-00491-202605,SME-2024-00491,2026-05,85.8,12.5,Stabil,6,3,7
USE-00491-202606,SME-2024-00491,2026-06,82.1,12.2,Stabil,101,0,8
USE-00492-202507,SME-2024-00492,2025-07,78.3,12.2,Stabil,153,1,6
USE-00492-202508,SME-2024-00492,2025-08,83.6,12.3,Fluktuatif,6,1,6
USE-00492-202509,SME-2024-00492,2025-09,81.9,12.3,Stabil,5,3,6
USE-00492-202510,SME-2024-00492,2025-10,83.8,12.4,Stabil,6,3,6
USE-00492-202511,SME-2024-00492,2025-11,82.5,12.6,Stabil,67,1,6
USE-00492-202512,SME-2024-00492,2025-12,83.4,12.3,Stabil,5,1,6
USE-00492-202601,SME-2024-00492,2026-01,84.9,12.4,Stabil,37,0,5
USE-00492-202602,SME-2024-00492,2026-02,84.8,12.3,Stabil,8,3,5
USE-00492-202603,SME-2024-00492,2026-03,86.8,13.7,Stabil,11,0,5
USE-00492-202604,SME-2024-00492,2026-04,82.8,11.9,Stabil,20,1,5
USE-00492-202605,SME-2024-00492,2026-05,85.1,12.8,Stabil,7,2,5
USE-00492-202606,SME-2024-00492,2026-06,88.2,13.3,Stabil,68,3,5
USE-00493-202507,SME-2024-00493,2025-07,72.6,11.1,Fluktuatif,7,0,8
USE-00493-202508,SME-2024-00493,2025-08,71.2,10.5,Stabil,25,1,7
USE-00493-202509,SME-2024-00493,2025-09,72.3,11.2,Fluktuatif,36,1,8
USE-00493-202510,SME-2024-00493,2025-10,71.1,10.4,Stabil,21,1,8
USE-00493-202511,SME-2024-00493,2025-11,75.9,10.9,Stabil,130,0,7
USE-00493-202512,SME-2024-00493,2025-12,72.3,11.0,Fluktuatif,90,2,8
USE-00493-202601,SME-2024-00493,2026-01,77.7,12.2,Stabil,0,1,7
USE-00493-202602,SME-2024-00493,2026-02,77.5,11.9,Fluktuatif,10,0,8
USE-00493-202603,SME-2024-00493,2026-03,78.2,11.5,Stabil,21,1,7
USE-00493-202604,SME-2024-00493,2026-04,75.3,11.4,Stabil,114,0,7
USE-00493-202605,SME-2024-00493,2026-05,73.7,11.1,Stabil,21,0,8
USE-00493-202606,SME-2024-00493,2026-06,78.4,11.8,Stabil,19,1,8
USE-00494-202507,SME-2024-00494,2025-07,66.3,10.9,Fluktuatif,81,1,7
USE-00494-202508,SME-2024-00494,2025-08,65.7,10.0,Stabil,81,1,9
USE-00494-202509,SME-2024-00494,2025-09,65.7,10.0,Fluktuatif,35,0,7
USE-00494-202510,SME-2024-00494,2025-10,66.3,9.6,Fluktuatif,1,2,8
USE-00494-202511,SME-2024-00494,2025-11,61.3,9.6,Fluktuatif,79,0,8
USE-00494-202512,SME-2024-00494,2025-12,67.4,9.9,Stabil,35,0,7
USE-00494-202601,SME-2024-00494,2026-01,65.5,10.8,Stabil,15,1,8
USE-00494-202602,SME-2024-00494,2026-02,65.0,8.7,Stabil,13,0,8
USE-00494-202603,SME-2024-00494,2026-03,63.6,9.1,Stabil,0,0,8
USE-00494-202604,SME-2024-00494,2026-04,64.6,10.5,Fluktuatif,6,1,8
USE-00494-202605,SME-2024-00494,2026-05,63.6,9.6,Stabil,60,1,7
USE-00494-202606,SME-2024-00494,2026-06,64.6,10.4,Stabil,62,0,8
USE-00495-202507,SME-2024-00495,2025-07,54.7,7.7,Turun,45,2,10
USE-00495-202508,SME-2024-00495,2025-08,48.9,6.8,Turun,64,1,10
USE-00495-202509,SME-2024-00495,2025-09,48.3,7.1,Turun,2,4,10
USE-00495-202510,SME-2024-00495,2025-10,52.1,7.3,Turun,66,1,10
USE-00495-202511,SME-2024-00495,2025-11,47.3,6.6,Turun,26,1,10
USE-00495-202512,SME-2024-00495,2025-12,47.9,7.4,Turun,67,0,10
USE-00495-202601,SME-2024-00495,2026-01,47.8,7.9,Turun,45,1,10
USE-00495-202602,SME-2024-00495,2026-02,45.6,6.3,Turun,34,2,10
USE-00495-202603,SME-2024-00495,2026-03,46.7,6.2,Turun,47,0,10
USE-00495-202604,SME-2024-00495,2026-04,41.1,5.6,Turun,6,0,10
USE-00495-202605,SME-2024-00495,2026-05,41.7,6.0,Turun,7,0,10
USE-00495-202606,SME-2024-00495,2026-06,38.4,5.6,Turun,0,3,9
USE-00496-202507,SME-2024-00496,2025-07,63.9,9.1,Stabil,0,1,6
USE-00496-202508,SME-2024-00496,2025-08,62.6,9.6,Fluktuatif,31,0,6
USE-00496-202509,SME-2024-00496,2025-09,64.3,10.0,Stabil,5,0,6
USE-00496-202510,SME-2024-00496,2025-10,67.6,9.4,Stabil,11,0,6
USE-00496-202511,SME-2024-00496,2025-11,65.3,10.0,Stabil,13,0,6
USE-00496-202512,SME-2024-00496,2025-12,66.9,10.4,Stabil,86,2,6
USE-00496-202601,SME-2024-00496,2026-01,64.6,9.2,Stabil,13,1,6
USE-00496-202602,SME-2024-00496,2026-02,64.6,9.2,Stabil,28,2,6
USE-00496-202603,SME-2024-00496,2026-03,68.5,10.8,Stabil,13,0,6
USE-00496-202604,SME-2024-00496,2026-04,69.4,11.2,Stabil,23,2,5
USE-00496-202605,SME-2024-00496,2026-05,66.6,9.5,Stabil,34,0,5
USE-00496-202606,SME-2024-00496,2026-06,69.0,9.9,Stabil,24,0,6
USE-00497-202507,SME-2024-00497,2025-07,75.6,11.7,Fluktuatif,8,2,7
USE-00497-202508,SME-2024-00497,2025-08,76.3,10.7,Fluktuatif,62,1,6
USE-00497-202509,SME-2024-00497,2025-09,78.4,10.8,Stabil,1,0,7
USE-00497-202510,SME-2024-00497,2025-10,74.7,11.3,Fluktuatif,7,0,7
USE-00497-202511,SME-2024-00497,2025-11,77.6,12.1,Stabil,53,0,6
USE-00497-202512,SME-2024-00497,2025-12,76.7,11.6,Stabil,3,0,7
USE-00497-202601,SME-2024-00497,2026-01,76.2,12.2,Fluktuatif,3,1,7
USE-00497-202602,SME-2024-00497,2026-02,79.4,12.2,Stabil,33,2,7
USE-00497-202603,SME-2024-00497,2026-03,73.1,10.7,Stabil,15,1,6
USE-00497-202604,SME-2024-00497,2026-04,76.6,12.1,Stabil,25,1,7
USE-00497-202605,SME-2024-00497,2026-05,76.4,12.1,Stabil,32,4,6
USE-00497-202606,SME-2024-00497,2026-06,74.1,11.2,Stabil,25,1,6
USE-00498-202507,SME-2024-00498,2025-07,58.5,8.9,Fluktuatif,55,1,8
USE-00498-202508,SME-2024-00498,2025-08,58.8,8.2,Stabil,9,1,8
USE-00498-202509,SME-2024-00498,2025-09,66.3,9.1,Stabil,24,2,9
USE-00498-202510,SME-2024-00498,2025-10,64.9,9.3,Stabil,17,2,7
USE-00498-202511,SME-2024-00498,2025-11,66.5,9.9,Fluktuatif,76,0,8
USE-00498-202512,SME-2024-00498,2025-12,63.5,9.4,Fluktuatif,0,2,9
USE-00498-202601,SME-2024-00498,2026-01,67.0,9.8,Stabil,105,2,8
USE-00498-202602,SME-2024-00498,2026-02,64.7,10.3,Fluktuatif,22,1,8
USE-00498-202603,SME-2024-00498,2026-03,65.7,10.4,Stabil,1,0,8
USE-00498-202604,SME-2024-00498,2026-04,64.5,10.1,Fluktuatif,9,2,8
USE-00498-202605,SME-2024-00498,2026-05,67.9,10.8,Stabil,34,1,8
USE-00498-202606,SME-2024-00498,2026-06,70.1,9.6,Fluktuatif,31,0,9
USE-00499-202507,SME-2024-00499,2025-07,57.5,8.4,Fluktuatif,44,0,6
USE-00499-202508,SME-2024-00499,2025-08,58.1,9.1,Fluktuatif,21,1,6
USE-00499-202509,SME-2024-00499,2025-09,58.8,8.7,Fluktuatif,15,0,5
USE-00499-202510,SME-2024-00499,2025-10,59.6,9.7,Stabil,52,2,6
USE-00499-202511,SME-2024-00499,2025-11,56.0,8.6,Fluktuatif,1,2,5
USE-00499-202512,SME-2024-00499,2025-12,57.8,9.6,Stabil,30,1,5
USE-00499-202601,SME-2024-00499,2026-01,60.7,8.8,Fluktuatif,24,1,6
USE-00499-202602,SME-2024-00499,2026-02,52.8,8.3,Stabil,15,2,6
USE-00499-202603,SME-2024-00499,2026-03,58.9,8.8,Stabil,2,3,6
USE-00499-202604,SME-2024-00499,2026-04,60.3,8.2,Fluktuatif,1,0,6
USE-00499-202605,SME-2024-00499,2026-05,60.1,9.3,Fluktuatif,21,2,6
USE-00499-202606,SME-2024-00499,2026-06,60.5,9.6,Stabil,90,1,7
USE-00500-202507,SME-2024-00500,2025-07,55.6,8.4,Stabil,5,1,6
USE-00500-202508,SME-2024-00500,2025-08,55.3,7.5,Fluktuatif,5,2,6
USE-00500-202509,SME-2024-00500,2025-09,60.1,8.9,Stabil,2,2,6
USE-00500-202510,SME-2024-00500,2025-10,57.7,9.3,Stabil,43,1,6
USE-00500-202511,SME-2024-00500,2025-11,52.8,7.6,Fluktuatif,112,3,5
USE-00500-202512,SME-2024-00500,2025-12,55.3,8.1,Stabil,65,3,6
USE-00500-202601,SME-2024-00500,2026-01,57.9,8.6,Fluktuatif,2,3,5
USE-00500-202602,SME-2024-00500,2026-02,53.0,6.9,Stabil,58,0,5
USE-00500-202603,SME-2024-00500,2026-03,56.7,9.0,Fluktuatif,131,2,6
USE-00500-202604,SME-2024-00500,2026-04,52.9,9.0,Stabil,44,0,6
USE-00500-202605,SME-2024-00500,2026-05,54.9,8.3,Stabil,9,1,7
USE-00500-202606,SME-2024-00500,2026-06,51.0,7.5,Stabil,77,3,6
USE-00501-202507,SME-2024-00501,2025-07,82.1,11.6,Fluktuatif,77,1,8
USE-00501-202508,SME-2024-00501,2025-08,80.6,11.9,Stabil,1,1,8
USE-00501-202509,SME-2024-00501,2025-09,78.2,11.6,Fluktuatif,31,0,8
USE-00501-202510,SME-2024-00501,2025-10,79.7,11.6,Fluktuatif,4,1,8
USE-00501-202511,SME-2024-00501,2025-11,80.1,11.1,Fluktuatif,22,0,8
USE-00501-202512,SME-2024-00501,2025-12,80.7,11.8,Stabil,1,4,8
USE-00501-202601,SME-2024-00501,2026-01,76.0,10.4,Fluktuatif,0,2,8
USE-00501-202602,SME-2024-00501,2026-02,79.0,11.9,Stabil,70,2,7
USE-00501-202603,SME-2024-00501,2026-03,74.8,11.0,Stabil,18,2,7
USE-00501-202604,SME-2024-00501,2026-04,77.4,11.9,Stabil,124,3,7
USE-00501-202605,SME-2024-00501,2026-05,77.4,11.3,Stabil,21,2,8
USE-00501-202606,SME-2024-00501,2026-06,74.4,12.0,Stabil,6,2,8
USE-00502-202507,SME-2024-00502,2025-07,75.0,10.6,Stabil,41,1,7
USE-00502-202508,SME-2024-00502,2025-08,75.8,11.7,Fluktuatif,33,0,7
USE-00502-202509,SME-2024-00502,2025-09,73.7,11.1,Stabil,23,0,8
USE-00502-202510,SME-2024-00502,2025-10,76.7,11.6,Stabil,33,0,8
USE-00502-202511,SME-2024-00502,2025-11,76.1,11.3,Fluktuatif,75,0,8
USE-00502-202512,SME-2024-00502,2025-12,75.9,11.9,Fluktuatif,40,1,8
USE-00502-202601,SME-2024-00502,2026-01,75.8,11.5,Fluktuatif,16,1,8
USE-00502-202602,SME-2024-00502,2026-02,77.3,12.0,Stabil,88,0,7
USE-00502-202603,SME-2024-00502,2026-03,77.3,11.3,Stabil,44,1,8
USE-00502-202604,SME-2024-00502,2026-04,77.4,11.5,Stabil,8,2,8
USE-00502-202605,SME-2024-00502,2026-05,76.6,11.2,Stabil,39,1,7
USE-00502-202606,SME-2024-00502,2026-06,76.0,10.4,Fluktuatif,45,0,7
USE-00503-202507,SME-2024-00503,2025-07,71.5,11.2,Stabil,68,0,7
USE-00503-202508,SME-2024-00503,2025-08,75.2,11.2,Stabil,0,0,9
USE-00503-202509,SME-2024-00503,2025-09,72.5,11.5,Fluktuatif,19,1,7
USE-00503-202510,SME-2024-00503,2025-10,75.8,12.1,Stabil,1,4,8
USE-00503-202511,SME-2024-00503,2025-11,75.5,10.9,Stabil,5,0,8
USE-00503-202512,SME-2024-00503,2025-12,71.0,11.1,Stabil,21,0,7
USE-00503-202601,SME-2024-00503,2026-01,75.2,11.8,Stabil,7,1,8
USE-00503-202602,SME-2024-00503,2026-02,74.5,11.1,Fluktuatif,49,2,8
USE-00503-202603,SME-2024-00503,2026-03,78.1,11.9,Stabil,16,0,8
USE-00503-202604,SME-2024-00503,2026-04,76.9,11.6,Stabil,39,1,8
USE-00503-202605,SME-2024-00503,2026-05,77.0,12.3,Stabil,3,4,8
USE-00503-202606,SME-2024-00503,2026-06,77.0,11.4,Fluktuatif,13,1,8
USE-00504-202507,SME-2024-00504,2025-07,73.0,11.6,Fluktuatif,64,1,8
USE-00504-202508,SME-2024-00504,2025-08,73.0,10.6,Stabil,78,1,7
USE-00504-202509,SME-2024-00504,2025-09,67.0,9.4,Stabil,51,3,8
USE-00504-202510,SME-2024-00504,2025-10,69.8,9.3,Stabil,8,1,8
USE-00504-202511,SME-2024-00504,2025-11,71.3,10.4,Stabil,37,4,8
USE-00504-202512,SME-2024-00504,2025-12,73.6,11.5,Fluktuatif,44,2,8
USE-00504-202601,SME-2024-00504,2026-01,66.7,9.9,Fluktuatif,33,0,8
USE-00504-202602,SME-2024-00504,2026-02,69.6,9.8,Fluktuatif,23,2,7
USE-00504-202603,SME-2024-00504,2026-03,73.9,9.8,Stabil,0,0,8
USE-00504-202604,SME-2024-00504,2026-04,75.0,11.5,Fluktuatif,10,0,7
USE-00504-202605,SME-2024-00504,2026-05,71.0,10.0,Fluktuatif,16,2,7
USE-00504-202606,SME-2024-00504,2026-06,71.0,9.7,Stabil,3,2,8
USE-00505-202507,SME-2024-00505,2025-07,61.8,8.9,Turun,7,0,8
USE-00505-202508,SME-2024-00505,2025-08,61.3,8.6,Turun,20,1,7
USE-00505-202509,SME-2024-00505,2025-09,59.2,9.9,Turun,30,1,7
USE-00505-202510,SME-2024-00505,2025-10,61.5,9.2,Turun,193,2,7
