payment_id,customer_id,invoice_period,invoice_amount,payment_date,due_date,days_overdue,payment_method,partial_payment_flag
PAY-00426-202602,SME-2024-00426,2026-02,847409,2026-02-15,2026-02-15,0,Bank Transfer,False
PAY-00426-202603,SME-2024-00426,2026-03,819600,2026-03-15,2026-03-15,0,Virtual Account,False
PAY-00426-202604,SME-2024-00426,2026-04,826543,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00426-202605,SME-2024-00426,2026-05,841577,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00426-202606,SME-2024-00426,2026-06,819389,2026-06-15,2026-06-15,0,Bank Transfer,False
PAY-00427-202507,SME-2024-00427,2025-07,7486490,2025-07-15,2025-07-15,0,Auto-debit,False
PAY-00427-202508,SME-2024-00427,2025-08,7636568,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00427-202509,SME-2024-00427,2025-09,7296579,2025-09-16,2025-09-15,1,Auto-debit,False
PAY-00427-202510,SME-2024-00427,2025-10,7557108,2025-10-15,2025-10-15,0,Auto-debit,False
PAY-00427-202511,SME-2024-00427,2025-11,7600425,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00427-202512,SME-2024-00427,2025-12,7355505,2025-12-17,2025-12-15,2,Virtual Account,False
PAY-00427-202601,SME-2024-00427,2026-01,7641653,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00427-202602,SME-2024-00427,2026-02,7512189,2026-02-16,2026-02-15,1,Cash,False
PAY-00427-202603,SME-2024-00427,2026-03,7523884,2026-03-16,2026-03-15,1,Bank Transfer,False
PAY-00427-202604,SME-2024-00427,2026-04,7573673,2026-04-16,2026-04-15,1,Bank Transfer,False
PAY-00427-202605,SME-2024-00427,2026-05,7342060,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00427-202606,SME-2024-00427,2026-06,7599177,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00428-202507,SME-2024-00428,2025-07,8219693,2025-07-16,2025-07-15,1,Virtual Account,False
PAY-00428-202508,SME-2024-00428,2025-08,8183828,2025-08-16,2025-08-15,1,Auto-debit,False
PAY-00428-202509,SME-2024-00428,2025-09,8050341,2025-09-17,2025-09-15,2,Cash,False
PAY-00428-202510,SME-2024-00428,2025-10,8046664,2025-10-17,2025-10-15,2,Virtual Account,False
PAY-00428-202511,SME-2024-00428,2025-11,8055375,2025-11-17,2025-11-15,2,Cash,False
PAY-00428-202512,SME-2024-00428,2025-12,8223328,2025-12-15,2025-12-15,0,Auto-debit,False
PAY-00428-202601,SME-2024-00428,2026-01,8255388,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00428-202602,SME-2024-00428,2026-02,8077840,2026-02-17,2026-02-15,2,Virtual Account,False
PAY-00428-202603,SME-2024-00428,2026-03,8426254,2026-03-17,2026-03-15,2,Cash,False
PAY-00428-202604,SME-2024-00428,2026-04,8107195,2026-04-15,2026-04-15,0,Cash,False
PAY-00428-202605,SME-2024-00428,2026-05,8399935,2026-05-15,2026-05-15,0,Bank Transfer,True
PAY-00428-202606,SME-2024-00428,2026-06,8501990,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00429-202507,SME-2024-00429,2025-07,1886284,2025-07-15,2025-07-15,0,Cash,False
PAY-00429-202508,SME-2024-00429,2025-08,1822892,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00429-202509,SME-2024-00429,2025-09,1922840,2025-09-15,2025-09-15,0,Bank Transfer,False
PAY-00429-202510,SME-2024-00429,2025-10,1907103,2025-10-15,2025-10-15,0,Auto-debit,False
PAY-00429-202511,SME-2024-00429,2025-11,1863273,2025-11-15,2025-11-15,0,Auto-debit,False
PAY-00429-202512,SME-2024-00429,2025-12,1889939,2025-12-15,2025-12-15,0,Virtual Account,False
PAY-00429-202601,SME-2024-00429,2026-01,1884127,2026-01-15,2026-01-15,0,Auto-debit,False
PAY-00429-202602,SME-2024-00429,2026-02,1859830,2026-02-15,2026-02-15,0,Bank Transfer,True
PAY-00429-202603,SME-2024-00429,2026-03,1850589,2026-03-15,2026-03-15,0,Auto-debit,False
PAY-00429-202604,SME-2024-00429,2026-04,1820074,2026-04-16,2026-04-15,1,Auto-debit,False
PAY-00429-202605,SME-2024-00429,2026-05,1893574,2026-05-15,2026-05-15,0,Bank Transfer,False
PAY-00429-202606,SME-2024-00429,2026-06,1866502,2026-06-16,2026-06-15,1,Auto-debit,False
PAY-00430-202507,SME-2024-00430,2025-07,4027611,2025-07-16,2025-07-15,1,Auto-debit,False
PAY-00430-202508,SME-2024-00430,2025-08,4191872,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00430-202509,SME-2024-00430,2025-09,4056033,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00430-202510,SME-2024-00430,2025-10,4151288,2025-10-16,2025-10-15,1,Auto-debit,True
PAY-00430-202511,SME-2024-00430,2025-11,4108001,2025-11-17,2025-11-15,2,Auto-debit,False
PAY-00430-202512,SME-2024-00430,2025-12,4238438,2025-12-15,2025-12-15,0,Bank Transfer,False
PAY-00430-202601,SME-2024-00430,2026-01,4112115,2026-01-17,2026-01-15,2,Auto-debit,False
PAY-00430-202602,SME-2024-00430,2026-02,4216473,2026-02-16,2026-02-15,1,Bank Transfer,False
PAY-00430-202603,SME-2024-00430,2026-03,4176833,2026-03-15,2026-03-15,0,Bank Transfer,True
PAY-00430-202604,SME-2024-00430,2026-04,4159083,2026-04-17,2026-04-15,2,Virtual Account,False
PAY-00430-202605,SME-2024-00430,2026-05,4201789,2026-05-15,2026-05-15,0,Bank Transfer,False
PAY-00430-202606,SME-2024-00430,2026-06,4042759,2026-06-15,2026-06-15,0,Auto-debit,True
PAY-00431-202507,SME-2024-00431,2025-07,8448755,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00431-202508,SME-2024-00431,2025-08,8424702,2025-08-16,2025-08-15,1,Virtual Account,False
PAY-00431-202509,SME-2024-00431,2025-09,8046721,2025-09-15,2025-09-15,0,Bank Transfer,False
PAY-00431-202510,SME-2024-00431,2025-10,8142967,2025-10-16,2025-10-15,1,Virtual Account,False
PAY-00431-202511,SME-2024-00431,2025-11,8262598,2025-11-16,2025-11-15,1,Virtual Account,False
PAY-00431-202512,SME-2024-00431,2025-12,8385941,2025-12-16,2025-12-15,1,Virtual Account,True
PAY-00431-202601,SME-2024-00431,2026-01,8341287,2026-01-15,2026-01-15,0,Bank Transfer,False
PAY-00431-202602,SME-2024-00431,2026-02,8030311,2026-02-16,2026-02-15,1,Bank Transfer,False
PAY-00431-202603,SME-2024-00431,2026-03,8060439,2026-03-16,2026-03-15,1,Bank Transfer,False
PAY-00431-202604,SME-2024-00431,2026-04,8450494,2026-04-16,2026-04-15,1,Virtual Account,False
PAY-00431-202605,SME-2024-00431,2026-05,8097616,2026-05-17,2026-05-15,2,Auto-debit,False
PAY-00431-202606,SME-2024-00431,2026-06,8218788,2026-06-17,2026-06-15,2,Virtual Account,False
PAY-00432-202507,SME-2024-00432,2025-07,5665129,2025-07-17,2025-07-15,2,Bank Transfer,False
PAY-00432-202508,SME-2024-00432,2025-08,5793215,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00432-202509,SME-2024-00432,2025-09,5799508,2025-09-16,2025-09-15,1,Auto-debit,False
PAY-00432-202510,SME-2024-00432,2025-10,5777796,2025-10-16,2025-10-15,1,Bank Transfer,False
PAY-00432-202511,SME-2024-00432,2025-11,5653622,2025-11-17,2025-11-15,2,Auto-debit,False
PAY-00432-202512,SME-2024-00432,2025-12,5824715,2025-12-15,2025-12-15,0,Virtual Account,False
PAY-00432-202601,SME-2024-00432,2026-01,5823246,2026-01-17,2026-01-15,2,Auto-debit,False
PAY-00432-202602,SME-2024-00432,2026-02,5709094,2026-02-17,2026-02-15,2,Virtual Account,False
PAY-00432-202603,SME-2024-00432,2026-03,5898868,2026-03-15,2026-03-15,0,Bank Transfer,False
PAY-00432-202604,SME-2024-00432,2026-04,5902705,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00432-202605,SME-2024-00432,2026-05,5680703,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00432-202606,SME-2024-00432,2026-06,5845421,2026-06-17,2026-06-15,2,Bank Transfer,False
PAY-00433-202507,SME-2024-00433,2025-07,2877012,2025-07-16,2025-07-15,1,Auto-debit,False
PAY-00433-202508,SME-2024-00433,2025-08,2920071,2025-08-16,2025-08-15,1,Auto-debit,False
PAY-00433-202509,SME-2024-00433,2025-09,2900445,2025-09-16,2025-09-15,1,Auto-debit,False
PAY-00433-202510,SME-2024-00433,2025-10,2818238,2025-10-15,2025-10-15,0,Virtual Account,False
PAY-00433-202511,SME-2024-00433,2025-11,2923893,2025-11-15,2025-11-15,0,Auto-debit,False
PAY-00433-202512,SME-2024-00433,2025-12,2858179,2025-12-16,2025-12-15,1,Cash,False
PAY-00433-202601,SME-2024-00433,2026-01,2841517,2026-01-15,2026-01-15,0,Auto-debit,False
PAY-00433-202602,SME-2024-00433,2026-02,2820672,2026-02-17,2026-02-15,2,Virtual Account,False
PAY-00433-202603,SME-2024-00433,2026-03,2921968,2026-03-15,2026-03-15,0,Virtual Account,False
PAY-00433-202604,SME-2024-00433,2026-04,2798102,2026-04-17,2026-04-15,2,Virtual Account,False
PAY-00433-202605,SME-2024-00433,2026-05,2801596,2026-05-15,2026-05-15,0,Bank Transfer,False
PAY-00433-202606,SME-2024-00433,2026-06,2947507,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00434-202507,SME-2024-00434,2025-07,2980870,2025-07-16,2025-07-15,1,Virtual Account,False
PAY-00434-202508,SME-2024-00434,2025-08,3036813,2025-08-15,2025-08-15,0,Auto-debit,False
PAY-00434-202509,SME-2024-00434,2025-09,3048052,2025-09-16,2025-09-15,1,Auto-debit,False
PAY-00434-202510,SME-2024-00434,2025-10,2972351,2025-10-15,2025-10-15,0,Virtual Account,False
PAY-00434-202511,SME-2024-00434,2025-11,2953807,2025-11-16,2025-11-15,1,Cash,False
PAY-00434-202512,SME-2024-00434,2025-12,2944696,2025-12-16,2025-12-15,1,Bank Transfer,False
PAY-00434-202601,SME-2024-00434,2026-01,2922319,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00434-202602,SME-2024-00434,2026-02,2969337,2026-02-15,2026-02-15,0,Auto-debit,False
PAY-00434-202603,SME-2024-00434,2026-03,3059679,2026-03-15,2026-03-15,0,Bank Transfer,False
PAY-00434-202604,SME-2024-00434,2026-04,2995005,2026-04-15,2026-04-15,0,Auto-debit,False
PAY-00434-202605,SME-2024-00434,2026-05,2902900,2026-05-16,2026-05-15,1,Cash,False
PAY-00434-202606,SME-2024-00434,2026-06,2996950,2026-06-19,2026-06-15,4,Cash,False
PAY-00435-202507,SME-2024-00435,2025-07,723762,2025-07-17,2025-07-15,2,Bank Transfer,False
PAY-00435-202508,SME-2024-00435,2025-08,724400,2025-08-16,2025-08-15,1,Virtual Account,False
PAY-00435-202509,SME-2024-00435,2025-09,734140,2025-09-16,2025-09-15,1,Auto-debit,False
PAY-00435-202510,SME-2024-00435,2025-10,758484,2025-10-17,2025-10-15,2,Auto-debit,False
PAY-00435-202511,SME-2024-00435,2025-11,762761,2025-11-17,2025-11-15,2,Auto-debit,False
PAY-00435-202512,SME-2024-00435,2025-12,761072,2025-12-15,2025-12-15,0,Virtual Account,False
PAY-00435-202601,SME-2024-00435,2026-01,750147,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00435-202602,SME-2024-00435,2026-02,733848,2026-02-15,2026-02-15,0,Virtual Account,False
PAY-00435-202603,SME-2024-00435,2026-03,756769,2026-03-16,2026-03-15,1,Cash,False
PAY-00435-202604,SME-2024-00435,2026-04,737363,2026-04-16,2026-04-15,1,Virtual Account,False
PAY-00435-202605,SME-2024-00435,2026-05,719850,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00435-202606,SME-2024-00435,2026-06,741598,2026-06-16,2026-06-15,1,Auto-debit,False
PAY-00436-202507,SME-2024-00436,2025-07,7567258,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00436-202508,SME-2024-00436,2025-08,7706231,2025-08-17,2025-08-15,2,Bank Transfer,False
PAY-00436-202509,SME-2024-00436,2025-09,7773988,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00436-202510,SME-2024-00436,2025-10,7767709,2025-10-16,2025-10-15,1,Auto-debit,False
PAY-00436-202511,SME-2024-00436,2025-11,7602665,2025-11-15,2025-11-15,0,Bank Transfer,False
PAY-00436-202512,SME-2024-00436,2025-12,7533434,2025-12-16,2025-12-15,1,Cash,False
PAY-00436-202601,SME-2024-00436,2026-01,7484568,2026-01-16,2026-01-15,1,Auto-debit,False
PAY-00436-202602,SME-2024-00436,2026-02,7497556,2026-02-15,2026-02-15,0,Auto-debit,False
PAY-00436-202603,SME-2024-00436,2026-03,7628182,2026-03-17,2026-03-15,2,Cash,False
PAY-00436-202604,SME-2024-00436,2026-04,7636155,2026-04-16,2026-04-15,1,Virtual Account,False
PAY-00436-202605,SME-2024-00436,2026-05,7556865,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00436-202606,SME-2024-00436,2026-06,7873648,2026-06-18,2026-06-15,3,Auto-debit,False
PAY-00437-202507,SME-2024-00437,2025-07,8698911,2025-07-16,2025-07-15,1,Auto-debit,False
PAY-00437-202508,SME-2024-00437,2025-08,8902404,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00437-202509,SME-2024-00437,2025-09,8567745,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00437-202510,SME-2024-00437,2025-10,8612663,2025-10-16,2025-10-15,1,Bank Transfer,False
PAY-00437-202511,SME-2024-00437,2025-11,8847086,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00437-202512,SME-2024-00437,2025-12,8980209,2025-12-16,2025-12-15,1,Virtual Account,False
PAY-00437-202601,SME-2024-00437,2026-01,8799219,2026-01-16,2026-01-15,1,Bank Transfer,False
PAY-00437-202602,SME-2024-00437,2026-02,8718092,2026-02-18,2026-02-15,3,Auto-debit,False
PAY-00437-202603,SME-2024-00437,2026-03,8912365,2026-03-15,2026-03-15,0,Auto-debit,False
PAY-00437-202604,SME-2024-00437,2026-04,8759135,2026-04-15,2026-04-15,0,Auto-debit,False
PAY-00437-202605,SME-2024-00437,2026-05,8943101,2026-05-16,2026-05-15,1,Virtual Account,False
PAY-00437-202606,SME-2024-00437,2026-06,8958923,2026-06-17,2026-06-15,2,Cash,False
PAY-00438-202507,SME-2024-00438,2025-07,1362111,2025-07-16,2025-07-15,1,Virtual Account,False
PAY-00438-202508,SME-2024-00438,2025-08,1394486,2025-08-16,2025-08-15,1,Bank Transfer,False
PAY-00438-202509,SME-2024-00438,2025-09,1397578,2025-09-16,2025-09-15,1,Virtual Account,False
PAY-00438-202510,SME-2024-00438,2025-10,1427721,2025-10-16,2025-10-15,1,Virtual Account,False
PAY-00438-202511,SME-2024-00438,2025-11,1365248,2025-11-17,2025-11-15,2,Bank Transfer,False
PAY-00438-202512,SME-2024-00438,2025-12,4583565,2025-12-15,2025-12-15,0,Bank Transfer,False
PAY-00438-202601,SME-2024-00438,2026-01,4570023,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00438-202602,SME-2024-00438,2026-02,4563360,2026-02-16,2026-02-15,1,Bank Transfer,False
PAY-00438-202603,SME-2024-00438,2026-03,4418848,2026-03-17,2026-03-15,2,Auto-debit,False
PAY-00438-202604,SME-2024-00438,2026-04,4548916,2026-04-16,2026-04-15,1,Bank Transfer,False
PAY-00438-202605,SME-2024-00438,2026-05,4412966,2026-05-17,2026-05-15,2,Cash,False
PAY-00438-202606,SME-2024-00438,2026-06,4495843,2026-06-15,2026-06-15,0,Bank Transfer,False
PAY-00440-202507,SME-2024-00440,2025-07,3422211,2025-07-16,2025-07-15,1,Bank Transfer,False
PAY-00440-202508,SME-2024-00440,2025-08,3356730,2025-08-16,2025-08-15,1,Auto-debit,False
PAY-00440-202509,SME-2024-00440,2025-09,3475761,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00440-202510,SME-2024-00440,2025-10,3507746,2025-10-15,2025-10-15,0,Cash,False
PAY-00440-202511,SME-2024-00440,2025-11,3459650,2025-11-16,2025-11-15,1,Virtual Account,False
PAY-00440-202512,SME-2024-00440,2025-12,3376933,2025-12-17,2025-12-15,2,Bank Transfer,False
PAY-00440-202601,SME-2024-00440,2026-01,3441230,2026-01-17,2026-01-15,2,Virtual Account,False
PAY-00440-202602,SME-2024-00440,2026-02,3516272,2026-02-16,2026-02-15,1,Bank Transfer,False
PAY-00440-202603,SME-2024-00440,2026-03,3353763,2026-03-17,2026-03-15,2,Virtual Account,False
PAY-00440-202604,SME-2024-00440,2026-04,3435563,2026-04-16,2026-04-15,1,Auto-debit,False
PAY-00440-202605,SME-2024-00440,2026-05,3488426,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00440-202606,SME-2024-00440,2026-06,3344048,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00441-202604,SME-2024-00441,2026-04,4266217,2026-04-17,2026-04-15,2,Auto-debit,False
PAY-00441-202605,SME-2024-00441,2026-05,4174896,2026-05-15,2026-05-15,0,Cash,False
PAY-00441-202606,SME-2024-00441,2026-06,4088979,2026-06-16,2026-06-15,1,Bank Transfer,False
PAY-00442-202507,SME-2024-00442,2025-07,4999043,2025-07-15,2025-07-15,0,Auto-debit,False
PAY-00442-202508,SME-2024-00442,2025-08,5004245,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00442-202509,SME-2024-00442,2025-09,5072862,2025-09-15,2025-09-15,0,Cash,False
PAY-00442-202510,SME-2024-00442,2025-10,873157,2025-10-15,2025-10-15,0,Auto-debit,False
PAY-00442-202511,SME-2024-00442,2025-11,884196,2025-11-16,2025-11-15,1,Auto-debit,False
PAY-00442-202512,SME-2024-00442,2025-12,857443,2025-12-15,2025-12-15,0,Auto-debit,False
PAY-00442-202601,SME-2024-00442,2026-01,899419,2026-01-16,2026-01-15,1,Auto-debit,False
PAY-00442-202602,SME-2024-00442,2026-02,905432,2026-02-15,2026-02-15,0,Bank Transfer,False
PAY-00442-202603,SME-2024-00442,2026-03,888265,2026-03-15,2026-03-15,0,Virtual Account,False
PAY-00442-202604,SME-2024-00442,2026-04,886855,2026-04-15,2026-04-15,0,Auto-debit,False
PAY-00442-202605,SME-2024-00442,2026-05,889027,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00442-202606,SME-2024-00442,2026-06,877498,2026-06-15,2026-06-15,0,Bank Transfer,False
PAY-00443-202507,SME-2024-00443,2025-07,1292305,2025-07-17,2025-07-15,2,Virtual Account,False
PAY-00443-202508,SME-2024-00443,2025-08,1341057,2025-08-15,2025-08-15,0,Virtual Account,False
PAY-00443-202509,SME-2024-00443,2025-09,1342522,2025-09-17,2025-09-15,2,Cash,False
PAY-00443-202510,SME-2024-00443,2025-10,1333421,2025-10-15,2025-10-15,0,Auto-debit,False
PAY-00443-202511,SME-2024-00443,2025-11,1293716,2025-11-16,2025-11-15,1,Bank Transfer,False
PAY-00443-202512,SME-2024-00443,2025-12,1296745,2025-12-18,2025-12-15,3,Auto-debit,False
PAY-00443-202601,SME-2024-00443,2026-01,1334441,2026-01-15,2026-01-15,0,Bank Transfer,False
PAY-00443-202602,SME-2024-00443,2026-02,1312444,2026-02-16,2026-02-15,1,Virtual Account,False
PAY-00443-202603,SME-2024-00443,2026-03,1286998,2026-03-15,2026-03-15,0,Bank Transfer,False
PAY-00443-202604,SME-2024-00443,2026-04,1284530,2026-04-15,2026-04-15,0,Cash,False
PAY-00443-202605,SME-2024-00443,2026-05,1321306,2026-05-16,2026-05-15,1,Bank Transfer,False
PAY-00443-202606,SME-2024-00443,2026-06,1333768,2026-06-16,2026-06-15,1,Cash,False
PAY-00444-202507,SME-2024-00444,2025-07,7002316,2025-07-15,2025-07-15,0,Virtual Account,False
PAY-00444-202508,SME-2024-00444,2025-08,7176139,2025-08-16,2025-08-15,1,Virtual Account,False
PAY-00444-202509,SME-2024-00444,2025-09,6816406,2025-09-15,2025-09-15,0,Virtual Account,False
PAY-00444-202510,SME-2024-00444,2025-10,7064073,2025-10-16,2025-10-15,1,Virtual Account,False
PAY-00444-202511,SME-2024-00444,2025-11,6841638,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00444-202512,SME-2024-00444,2025-12,7065327,2025-12-15,2025-12-15,0,Bank Transfer,False
PAY-00444-202601,SME-2024-00444,2026-01,7056616,2026-01-15,2026-01-15,0,Bank Transfer,False
PAY-00444-202602,SME-2024-00444,2026-02,6970380,2026-02-16,2026-02-15,1,Bank Transfer,False
PAY-00444-202603,SME-2024-00444,2026-03,6981560,2026-03-16,2026-03-15,1,Virtual Account,False
PAY-00444-202604,SME-2024-00444,2026-04,7177990,2026-04-16,2026-04-15,1,Bank Transfer,False
PAY-00444-202605,SME-2024-00444,2026-05,6938861,2026-05-18,2026-05-15,3,Auto-debit,False
PAY-00444-202606,SME-2024-00444,2026-06,6841038,2026-06-15,2026-06-15,0,Virtual Account,False
PAY-00445-202507,SME-2024-00445,2025-07,4494549,2025-07-15,2025-07-15,0,Bank Transfer,False
PAY-00445-202508,SME-2024-00445,2025-08,4428291,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00445-202509,SME-2024-00445,2025-09,4355272,2025-09-17,2025-09-15,2,Bank Transfer,False
PAY-00445-202510,SME-2024-00445,2025-10,4437722,2025-10-16,2025-10-15,1,Cash,True
PAY-00445-202511,SME-2024-00445,2025-11,4309348,2025-11-16,2025-11-15,1,Bank Transfer,False
PAY-00445-202512,SME-2024-00445,2025-12,4254183,2025-12-17,2025-12-15,2,Virtual Account,False
PAY-00445-202601,SME-2024-00445,2026-01,4437487,2026-01-15,2026-01-15,0,Auto-debit,False
PAY-00445-202602,SME-2024-00445,2026-02,4405428,2026-02-16,2026-02-15,1,Virtual Account,False
PAY-00445-202603,SME-2024-00445,2026-03,4281976,2026-03-16,2026-03-15,1,Virtual Account,False
PAY-00445-202604,SME-2024-00445,2026-04,4340747,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00445-202605,SME-2024-00445,2026-05,4455529,2026-05-15,2026-05-15,0,Virtual Account,False
PAY-00445-202606,SME-2024-00445,2026-06,4284978,2026-06-16,2026-06-15,1,Auto-debit,False
PAY-00446-202507,SME-2024-00446,2025-07,755021,2025-07-15,2025-07-15,0,Cash,False
PAY-00446-202508,SME-2024-00446,2025-08,775796,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00446-202509,SME-2024-00446,2025-09,748121,2025-09-17,2025-09-15,2,Auto-debit,False
PAY-00446-202510,SME-2024-00446,2025-10,745282,2025-10-15,2025-10-15,0,Virtual Account,False
PAY-00446-202511,SME-2024-00446,2025-11,731564,2025-11-16,2025-11-15,1,Bank Transfer,False
PAY-00446-202512,SME-2024-00446,2025-12,766109,2025-12-16,2025-12-15,1,Auto-debit,True
PAY-00446-202601,SME-2024-00446,2026-01,762212,2026-01-16,2026-01-15,1,Virtual Account,False
PAY-00446-202602,SME-2024-00446,2026-02,776328,2026-02-16,2026-02-15,1,Bank Transfer,False
PAY-00446-202603,SME-2024-00446,2026-03,753161,2026-03-17,2026-03-15,2,Virtual Account,False
PAY-00446-202604,SME-2024-00446,2026-04,737442,2026-04-16,2026-04-15,1,Bank Transfer,False
PAY-00446-202605,SME-2024-00446,2026-05,740098,2026-05-15,2026-05-15,0,Bank Transfer,False
PAY-00446-202606,SME-2024-00446,2026-06,759758,2026-06-15,2026-06-15,0,Bank Transfer,False
PAY-00447-202507,SME-2024-00447,2025-07,7567343,2025-07-16,2025-07-15,1,Virtual Account,False
PAY-00447-202508,SME-2024-00447,2025-08,7637352,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00447-202509,SME-2024-00447,2025-09,7910170,2025-09-17,2025-09-15,2,Bank Transfer,False
PAY-00447-202510,SME-2024-00447,2025-10,7926864,2025-10-16,2025-10-15,1,Auto-debit,False
PAY-00447-202511,SME-2024-00447,2025-11,7536403,2025-11-18,2025-11-15,3,Virtual Account,False
PAY-00447-202512,SME-2024-00447,2025-12,7909663,2025-12-16,2025-12-15,1,Bank Transfer,False
PAY-00447-202601,SME-2024-00447,2026-01,7811312,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00447-202602,SME-2024-00447,2026-02,7513201,2026-02-15,2026-02-15,0,Auto-debit,False
PAY-00447-202603,SME-2024-00447,2026-03,7491836,2026-03-15,2026-03-15,0,Bank Transfer,False
PAY-00447-202604,SME-2024-00447,2026-04,7713313,2026-04-15,2026-04-15,0,Virtual Account,False
PAY-00447-202605,SME-2024-00447,2026-05,7636554,2026-05-17,2026-05-15,2,Virtual Account,False
PAY-00447-202606,SME-2024-00447,2026-06,7726580,2026-06-16,2026-06-15,1,Virtual Account,False
PAY-00448-202507,SME-2024-00448,2025-07,1927301,2025-07-15,2025-07-15,0,Bank Transfer,False
PAY-00448-202508,SME-2024-00448,2025-08,1863407,2025-08-15,2025-08-15,0,Bank Transfer,False
PAY-00448-202509,SME-2024-00448,2025-09,1913164,2025-09-17,2025-09-15,2,Bank Transfer,False
PAY-00448-202510,SME-2024-00448,2025-10,1896588,2025-10-16,2025-10-15,1,Bank Transfer,False
PAY-00448-202511,SME-2024-00448,2025-11,1879054,2025-11-15,2025-11-15,0,Bank Transfer,False
PAY-00448-202512,SME-2024-00448,2025-12,1898606,2025-12-15,2025-12-15,0,Virtual Account,False
PAY-00448-202601,SME-2024-00448,2026-01,1834046,2026-01-15,2026-01-15,0,Virtual Account,False
PAY-00448-202602,SME-2024-00448,2026-02,1928555,2026-02-16,2026-02-15,1,Bank Transfer,False
PAY-00448-202603,SME-2024-00448,2026-03,1944654,2026-03-16,2026-03-15,1,Auto-debit,False
PAY-00448-202604,SME-2024-00448,2026-04,1848804,2026-04-15,2026-04-15,0,Auto-debit,False
PAY-00448-202605,SME-2024-00448,2026-05,1883931,2026-05-17,2026-05-15,2,Cash,False
PAY-00448-202606,SME-2024-00448,2026-06,1853752,2026-06-15,2026-06-15,0,Bank Transfer,False
PAY-00449-202507,SME-2024-00449,2025-07,3023916,2025-07-15,2025-07-15,0,Bank Transfer,False
PAY-00449-202508,SME-2024-00449,2025-08,2996005,2025-08-16,2025-08-15,1,Bank Transfer,False
PAY-00449-202509,SME-2024-00449,2025-09,3027446,2025-09-16,2025-09-15,1,Virtual Account,False
PAY-00449-202510,SME-2024-00449,2025-10,3070082,2025-10-16,2025-10-15,1,Auto-debit,False
PAY-00449-202511,SME-2024-00449,2025-11,2972861,2025-11-15,2025-11-15,0,Virtual Account,False
PAY-00449-202512,SME-2024-00449,2025-12,2958729,2025-12-16,2025-12-15,1,Auto-debit,False
PAY-00449-202601,SME-2024-00449,2026-01,3025707,2026-01-16,2026-01-15,1,Cash,False
PAY-00449-202602,SME-2024-00449,2026-02,2934242,2026-02-15,2026-02-15,0,Virtual Account,False
PAY-00449-202603,SME-2024-00449,2026-03,11683733,2026-03-16,2026-03-15,1,Virtual Account,False
PAY-00449-202604,SME-2024-00449,2026-04,11830275,2026-04-16,2026-04-15,1,Virtual Account,False
PAY-00449-202605,SME-2024-00449,2026-05,11863527,2026-05-16,2026-05-15,1,Auto-debit,False
PAY-00449-202606,SME-2024-00449,2026-06,12030001,2026-06-17,2026-06-15,2,Bank Transfer,False
PAY-00450-202507,SME-2024-00450,2025-07,10255700,2025-07-15,2025-07-15,0,Bank Transfer,False
PAY-00450-202508,SME-2024-00450,2025-08,10096084,2025-08-16,2025-08-15,1,Virtual Account,False
PAY-00450-202509,SME-2024-00450,2025-09,10206064,2025-09-15,2025-09-15,0,Bank Transfer,False
