interaction_id,customer_id,interaction_date,channel,category,sentiment,resolution_status,response_time_minutes,follow_up_required
INT-00482-1279,SME-2024-00482,2025-11-02 09:25:00,Email,General,Netral,Resolved,41,False
INT-00482-1280,SME-2024-00482,2026-04-17 10:53:00,Phone,General,Positif,Resolved,20,False
INT-00482-1281,SME-2024-00482,2026-01-21 17:41:00,Live Chat,Technical,Positif,Resolved,32,False
INT-00483-1282,SME-2024-00483,2025-07-19 14:36:00,Phone,Billing,Positif,Resolved,28,False
INT-00483-1283,SME-2024-00483,2025-10-23 14:45:00,WhatsApp,Technical,Negatif,Resolved,61,False
INT-00484-1284,SME-2024-00484,2026-06-20 16:34:00,Portal,Technical,Positif,Resolved,13,False
INT-00485-1285,SME-2024-00485,2026-05-10 09:18:00,Phone,Upgrade,Netral,Resolved,26,False
INT-00485-1286,SME-2024-00485,2026-02-15 16:01:00,WhatsApp,Upgrade,Netral,Resolved,43,False
INT-00485-1287,SME-2024-00485,2025-08-24 09:53:00,WhatsApp,General,Netral,Pending,24,True
INT-00485-1288,SME-2024-00485,2025-11-04 09:14:00,Phone,Technical,Positif,Resolved,28,False
INT-00485-1289,SME-2024-00485,2025-09-06 09:58:00,Phone,General,Netral,Resolved,22,False
INT-00486-1290,SME-2024-00486,2026-04-22 11:43:00,Portal,General,Netral,Escalated,41,True
INT-00486-1291,SME-2024-00486,2025-11-11 12:44:00,Phone,Technical,Netral,Resolved,49,False
INT-00486-1292,SME-2024-00486,2026-02-12 12:41:00,Portal,Upgrade,Positif,Resolved,21,False
INT-00486-1293,SME-2024-00486,2026-02-18 13:57:00,Phone,Upgrade,Netral,Resolved,32,False
INT-00486-1294,SME-2024-00486,2025-12-13 09:23:00,WhatsApp,Upgrade,Negatif,Pending,71,True
INT-00487-1295,SME-2024-00487,2026-05-18 10:40:00,Email,Billing,Netral,Resolved,44,False
INT-00488-1296,SME-2024-00488,2026-02-14 08:49:00,Live Chat,Billing,Netral,Resolved,32,False
INT-00489-1297,SME-2024-00489,2026-04-26 14:59:00,Phone,Technical,Netral,Resolved,33,False
INT-00490-1298,SME-2024-00490,2025-09-16 09:07:00,Phone,Technical,Positif,Resolved,28,False
INT-00490-1299,SME-2024-00490,2025-12-14 11:10:00,WhatsApp,Technical,Positif,Resolved,27,False
INT-00490-1300,SME-2024-00490,2026-03-18 14:08:00,WhatsApp,Upgrade,Negatif,Closed-no-solution,53,False
INT-00490-1301,SME-2024-00490,2025-11-09 16:56:00,Phone,Billing,Netral,Resolved,16,False
INT-00491-1302,SME-2024-00491,2026-04-13 10:46:00,Phone,Technical,Netral,Resolved,35,False
INT-00491-1303,SME-2024-00491,2026-05-12 15:54:00,Live Chat,Billing,Positif,Resolved,46,False
INT-00491-1304,SME-2024-00491,2025-09-12 09:39:00,WhatsApp,Upgrade,Negatif,Escalated,79,True
INT-00491-1305,SME-2024-00491,2025-07-07 10:07:00,WhatsApp,Technical,Negatif,Resolved,68,False
INT-00491-1306,SME-2024-00491,2026-03-09 17:34:00,Portal,Upgrade,Netral,Pending,38,True
INT-00491-1307,SME-2024-00491,2026-04-27 09:13:00,Phone,Technical,Positif,Resolved,51,False
INT-00492-1308,SME-2024-00492,2025-10-25 09:07:00,Phone,Technical,Positif,Pending,37,True
INT-00492-1309,SME-2024-00492,2025-11-16 10:33:00,Phone,Billing,Positif,Resolved,44,False
INT-00492-1310,SME-2024-00492,2026-05-23 12:16:00,WhatsApp,Technical,Positif,Resolved,57,False
INT-00493-1311,SME-2024-00493,2025-09-23 10:18:00,Phone,Billing,Positif,Resolved,26,False
INT-00493-1312,SME-2024-00493,2026-05-06 12:38:00,WhatsApp,Technical,Netral,Resolved,15,False
INT-00493-1313,SME-2024-00493,2025-07-16 16:03:00,Email,General,Netral,Resolved,28,False
INT-00494-1314,SME-2024-00494,2026-04-04 10:53:00,WhatsApp,General,Netral,Resolved,32,False
INT-00495-1315,SME-2024-00495,2025-11-23 12:38:00,Portal,Billing,Netral,Resolved,20,False
INT-00495-1316,SME-2024-00495,2026-02-25 10:12:00,Live Chat,Technical,Negatif,Pending,56,True
INT-00495-1317,SME-2024-00495,2026-02-11 08:50:00,WhatsApp,Billing,Negatif,Resolved,53,False
INT-00496-1318,SME-2024-00496,2025-08-19 13:16:00,Live Chat,Billing,Positif,Resolved,51,False
INT-00497-1319,SME-2024-00497,2025-08-14 08:39:00,Phone,Technical,Netral,Escalated,36,True
INT-00497-1320,SME-2024-00497,2026-05-13 10:48:00,WhatsApp,Technical,Netral,Resolved,32,False
INT-00497-1321,SME-2024-00497,2025-07-25 14:42:00,Portal,Billing,Negatif,Pending,60,True
INT-00498-1322,SME-2024-00498,2025-08-21 16:47:00,Phone,Technical,Negatif,Pending,62,True
INT-00498-1323,SME-2024-00498,2025-10-14 14:01:00,Email,Billing,Positif,Resolved,45,False
INT-00498-1324,SME-2024-00498,2025-07-21 14:09:00,WhatsApp,Billing,Positif,Pending,50,True
INT-00499-1325,SME-2024-00499,2025-08-12 14:18:00,Phone,Upgrade,Negatif,Closed-no-solution,56,False
INT-00499-1326,SME-2024-00499,2026-03-19 10:01:00,WhatsApp,General,Positif,Pending,11,True
INT-00499-1327,SME-2024-00499,2025-11-26 08:37:00,Live Chat,Technical,Negatif,Pending,72,True
INT-00500-1328,SME-2024-00500,2026-03-08 17:26:00,WhatsApp,Technical,Positif,Pending,8,True
INT-00500-1329,SME-2024-00500,2025-10-17 13:00:00,Phone,Technical,Netral,Pending,21,True
INT-00500-1330,SME-2024-00500,2026-05-08 17:33:00,WhatsApp,Technical,Positif,Resolved,30,False
INT-00500-1331,SME-2024-00500,2026-06-24 10:55:00,Phone,General,Positif,Resolved,41,False
INT-00501-1332,SME-2024-00501,2026-06-24 10:24:00,Live Chat,General,Negatif,Pending,25,True
INT-00501-1333,SME-2024-00501,2026-03-08 14:03:00,Email,Technical,Netral,Resolved,23,False
INT-00501-1334,SME-2024-00501,2025-08-19 10:17:00,Live Chat,Technical,Positif,Resolved,29,False
INT-00501-1335,SME-2024-00501,2025-10-10 11:16:00,WhatsApp,General,Positif,Resolved,27,False
INT-00502-1336,SME-2024-00502,2025-10-08 12:29:00,WhatsApp,Upgrade,Positif,Resolved,11,False
INT-00502-1337,SME-2024-00502,2026-02-16 10:12:00,WhatsApp,Billing,Positif,Resolved,41,False
INT-00502-1338,SME-2024-00502,2026-02-11 12:15:00,Phone,Upgrade,Positif,Resolved,43,False
INT-00504-1339,SME-2024-00504,2026-05-17 13:13:00,Phone,Upgrade,Positif,Resolved,13,False
INT-00504-1340,SME-2024-00504,2026-04-27 10:23:00,Live Chat,Technical,Negatif,Escalated,46,True
INT-00505-1341,SME-2024-00505,2026-01-01 17:17:00,Email,Upgrade,Positif,Pending,38,True
INT-00505-1342,SME-2024-00505,2025-08-11 11:02:00,Portal,General,Negatif,Resolved,75,False
INT-00505-1343,SME-2024-00505,2026-03-05 08:30:00,Phone,Upgrade,Negatif,Escalated,55,True
INT-00506-1344,SME-2024-00506,2025-08-16 17:53:00,WhatsApp,Billing,Positif,Resolved,12,False
INT-00506-1345,SME-2024-00506,2026-04-23 14:25:00,Portal,Technical,Netral,Pending,49,True
INT-00506-1346,SME-2024-00506,2026-01-06 10:32:00,Email,General,Netral,Pending,26,True
INT-00506-1347,SME-2024-00506,2025-08-01 13:21:00,Portal,Billing,Positif,Resolved,23,False
INT-00506-1348,SME-2024-00506,2025-12-13 09:38:00,WhatsApp,Technical,Positif,Resolved,27,False
INT-00507-1349,SME-2024-00507,2025-10-23 10:49:00,Phone,Technical,Netral,Resolved,11,False
INT-00507-1350,SME-2024-00507,2026-06-03 08:10:00,WhatsApp,Billing,Netral,Resolved,51,False
INT-00508-1351,SME-2024-00508,2025-09-17 10:22:00,WhatsApp,Billing,Negatif,Resolved,86,False
INT-00508-1352,SME-2024-00508,2026-02-03 14:39:00,WhatsApp,General,Netral,Resolved,26,False
INT-00509-1353,SME-2024-00509,2025-11-21 11:33:00,WhatsApp,General,Netral,Resolved,22,False
INT-00509-1354,SME-2024-00509,2025-09-11 08:40:00,Email,General,Negatif,Closed-no-solution,76,False
INT-00509-1355,SME-2024-00509,2026-04-02 10:22:00,Phone,Billing,Positif,Escalated,38,True
INT-00509-1356,SME-2024-00509,2026-02-17 17:12:00,WhatsApp,Upgrade,Negatif,Resolved,63,False
INT-00509-1357,SME-2024-00509,2026-05-02 15:16:00,Phone,Technical,Netral,Resolved,20,False
INT-00509-1358,SME-2024-00509,2026-03-15 13:18:00,WhatsApp,Technical,Positif,Resolved,19,False
INT-00511-1359,SME-2024-00511,2025-11-12 11:51:00,Email,Billing,Netral,Pending,34,True
INT-00511-1360,SME-2024-00511,2025-11-14 14:47:00,Email,Technical,Netral,Resolved,29,False
INT-00511-1361,SME-2024-00511,2025-08-06 15:43:00,WhatsApp,Upgrade,Negatif,Resolved,58,False
INT-00511-1362,SME-2024-00511,2026-02-25 12:02:00,WhatsApp,Technical,Positif,Resolved,35,False
INT-00512-1363,SME-2024-00512,2025-11-11 16:19:00,WhatsApp,Upgrade,Positif,Resolved,35,False
INT-00514-1364,SME-2024-00514,2025-11-26 08:03:00,Phone,General,Positif,Resolved,36,False
INT-00515-1365,SME-2024-00515,2025-11-24 09:35:00,Live Chat,Technical,Netral,Resolved,12,False
INT-00516-1366,SME-2024-00516,2025-11-18 11:05:00,Email,Technical,Positif,Resolved,43,False
INT-00516-1367,SME-2024-00516,2026-01-16 17:00:00,Phone,Upgrade,Negatif,Closed-no-solution,55,False
INT-00516-1368,SME-2024-00516,2025-08-02 14:33:00,Portal,Technical,Positif,Pending,32,True
INT-00516-1369,SME-2024-00516,2026-02-22 11:37:00,WhatsApp,Billing,Positif,Resolved,43,False
INT-00516-1370,SME-2024-00516,2026-06-20 12:39:00,WhatsApp,General,Positif,Resolved,29,False
INT-00517-1371,SME-2024-00517,2025-09-12 12:23:00,WhatsApp,Billing,Netral,Resolved,5,False
INT-00517-1372,SME-2024-00517,2026-03-08 08:49:00,Live Chat,Billing,Negatif,Closed-no-solution,59,False
INT-00517-1373,SME-2024-00517,2025-08-19 13:13:00,Portal,Technical,Netral,Pending,25,True
INT-00517-1374,SME-2024-00517,2025-08-14 15:01:00,WhatsApp,Billing,Negatif,Resolved,60,False
INT-00517-1375,SME-2024-00517,2026-04-24 09:09:00,Email,Billing,Netral,Resolved,59,False
INT-00518-1376,SME-2024-00518,2026-03-18 13:50:00,WhatsApp,General,Positif,Resolved,41,False
INT-00518-1377,SME-2024-00518,2026-05-08 13:42:00,WhatsApp,General,Positif,Resolved,38,False
INT-00518-1378,SME-2024-00518,2026-05-05 11:17:00,Phone,Upgrade,Netral,Resolved,47,False
INT-00518-1379,SME-2024-00518,2026-05-18 08:53:00,Live Chat,Technical,Netral,Resolved,38,False
INT-00518-1380,SME-2024-00518,2026-01-25 08:36:00,Phone,Technical,Negatif,Escalated,63,True
INT-00518-1381,SME-2024-00518,2025-08-03 13:29:00,Portal,Technical,Positif,Resolved,28,False
INT-00519-1382,SME-2024-00519,2026-05-15 11:49:00,Live Chat,Billing,Negatif,Resolved,45,False
INT-00519-1383,SME-2024-00519,2026-01-22 17:15:00,WhatsApp,General,Positif,Resolved,20,False
INT-00519-1384,SME-2024-00519,2026-02-04 08:06:00,Email,Upgrade,Positif,Resolved,22,False
INT-00520-1385,SME-2024-00520,2026-02-10 13:18:00,WhatsApp,Technical,Negatif,Resolved,57,False
INT-00520-1386,SME-2024-00520,2026-01-22 11:03:00,Email,Billing,Netral,Resolved,27,False
INT-00521-1387,SME-2024-00521,2026-06-10 08:03:00,Phone,Technical,Netral,Resolved,26,False
INT-00521-1388,SME-2024-00521,2025-11-04 09:31:00,Portal,General,Negatif,Escalated,57,True
INT-00521-1389,SME-2024-00521,2025-09-11 17:46:00,Live Chat,Upgrade,Positif,Escalated,36,True
INT-00523-1390,SME-2024-00523,2026-05-03 11:02:00,Portal,Upgrade,Positif,Pending,42,True
INT-00523-1391,SME-2024-00523,2025-09-02 17:57:00,WhatsApp,Billing,Positif,Resolved,40,False
INT-00524-1392,SME-2024-00524,2025-09-23 13:43:00,WhatsApp,General,Netral,Resolved,35,False
INT-00524-1393,SME-2024-00524,2026-02-12 16:04:00,Live Chat,Upgrade,Netral,Resolved,20,False
INT-00524-1394,SME-2024-00524,2026-04-01 12:32:00,WhatsApp,Technical,Negatif,Closed-no-solution,40,False
INT-00524-1395,SME-2024-00524,2026-06-09 10:51:00,WhatsApp,Upgrade,Netral,Resolved,11,False
INT-00525-1396,SME-2024-00525,2026-03-03 17:47:00,Live Chat,Technical,Negatif,Resolved,49,False
INT-00526-1397,SME-2024-00526,2025-08-14 13:54:00,Live Chat,Billing,Netral,Resolved,38,False
INT-00526-1398,SME-2024-00526,2026-03-22 12:15:00,WhatsApp,General,Positif,Resolved,18,False
INT-00526-1399,SME-2024-00526,2025-09-27 16:01:00,Portal,Technical,Positif,Resolved,27,False
INT-00527-1400,SME-2024-00527,2026-01-15 08:48:00,WhatsApp,Technical,Netral,Resolved,28,False
INT-00527-1401,SME-2024-00527,2026-05-26 10:07:00,Phone,Technical,Negatif,Pending,43,True
INT-00528-1402,SME-2024-00528,2026-01-25 10:27:00,Email,Technical,Positif,Resolved,12,False
INT-00529-1403,SME-2024-00529,2025-12-27 13:30:00,WhatsApp,Billing,Positif,Pending,38,True
INT-00530-1404,SME-2024-00530,2025-10-23 17:18:00,Portal,Technical,Positif,Resolved,8,False
INT-00530-1405,SME-2024-00530,2026-02-27 16:06:00,Email,General,Netral,Resolved,27,False
INT-00530-1406,SME-2024-00530,2025-08-26 16:29:00,Live Chat,Technical,Negatif,Escalated,51,True
INT-00531-1407,SME-2024-00531,2025-07-19 11:14:00,Email,Technical,Netral,Resolved,21,False
INT-00531-1408,SME-2024-00531,2025-11-06 08:46:00,WhatsApp,Billing,Positif,Resolved,23,False
INT-00532-1409,SME-2024-00532,2025-10-16 16:27:00,Phone,Upgrade,Positif,Escalated,19,True
INT-00532-1410,SME-2024-00532,2026-04-14 09:00:00,Phone,General,Positif,Resolved,42,False
INT-00533-1411,SME-2024-00533,2025-09-22 16:53:00,Live Chat,General,Positif,Resolved,28,False
INT-00534-1412,SME-2024-00534,2025-09-19 15:01:00,WhatsApp,Technical,Netral,Resolved,30,False
INT-00534-1413,SME-2024-00534,2025-08-13 15:21:00,WhatsApp,Upgrade,Negatif,Resolved,43,False
INT-00534-1414,SME-2024-00534,2026-04-13 10:50:00,Portal,Technical,Netral,Resolved,34,False
INT-00535-1415,SME-2024-00535,2026-01-19 10:08:00,Live Chat,Upgrade,Negatif,Escalated,63,True
INT-00535-1416,SME-2024-00535,2025-11-07 13:11:00,Live Chat,Billing,Negatif,Closed-no-solution,66,False
INT-00535-1417,SME-2024-00535,2025-08-02 15:36:00,Phone,Technical,Netral,Resolved,29,False
INT-00537-1418,SME-2024-00537,2026-05-01 17:58:00,Phone,General,Netral,Resolved,51,False
INT-00538-1419,SME-2024-00538,2026-04-27 11:08:00,Email,General,Positif,Resolved,6,False
INT-00538-1420,SME-2024-00538,2026-03-17 16:28:00,Live Chat,Technical,Positif,Resolved,40,False
INT-00539-1421,SME-2024-00539,2025-09-21 15:05:00,WhatsApp,General,Negatif,Pending,66,True
INT-00540-1422,SME-2024-00540,2026-01-08 17:53:00,Phone,General,Positif,Resolved,30,False
INT-00540-1423,SME-2024-00540,2025-09-04 12:55:00,WhatsApp,General,Netral,Resolved,34,False
INT-00541-1424,SME-2024-00541,2026-03-07 12:44:00,Phone,Technical,Netral,Resolved,47,False
INT-00542-1425,SME-2024-00542,2026-02-05 08:21:00,Email,Technical,Netral,Resolved,14,False
INT-00542-1426,SME-2024-00542,2026-02-25 15:37:00,Phone,General,Netral,Resolved,20,False
INT-00542-1427,SME-2024-00542,2026-04-15 12:24:00,Phone,General,Netral,Resolved,11,False
INT-00542-1428,SME-2024-00542,2025-10-14 12:31:00,Email,Technical,Negatif,Resolved,78,False
INT-00542-1429,SME-2024-00542,2025-09-19 08:19:00,Portal,Upgrade,Netral,Resolved,45,False
INT-00543-1430,SME-2024-00543,2025-08-08 08:41:00,Live Chat,General,Netral,Resolved,29,False
INT-00543-1431,SME-2024-00543,2026-03-11 15:56:00,WhatsApp,Billing,Positif,Pending,54,True
INT-00543-1432,SME-2024-00543,2026-06-13 11:43:00,WhatsApp,Billing,Positif,Resolved,8,False
INT-00543-1433,SME-2024-00543,2025-12-21 10:35:00,WhatsApp,Technical,Netral,Pending,5,True
INT-00543-1434,SME-2024-00543,2025-11-25 12:02:00,Phone,Technical,Positif,Resolved,8,False
INT-00544-1435,SME-2024-00544,2025-08-15 08:06:00,Phone,Technical,Positif,Resolved,46,False
INT-00545-1436,SME-2024-00545,2025-12-11 09:38:00,Phone,Billing,Netral,Resolved,74,False
INT-00545-1437,SME-2024-00545,2026-01-22 15:03:00,Email,General,Negatif,Resolved,52,False
INT-00545-1438,SME-2024-00545,2026-02-17 12:01:00,Email,Technical,Positif,Pending,31,True
INT-00546-1439,SME-2024-00546,2025-12-24 12:11:00,Phone,Technical,Positif,Resolved,5,False
INT-00546-1440,SME-2024-00546,2025-12-18 10:18:00,Email,Upgrade,Negatif,Resolved,40,False
INT-00546-1441,SME-2024-00546,2025-12-19 09:42:00,Live Chat,General,Negatif,Pending,71,True
INT-00546-1442,SME-2024-00546,2026-04-05 10:34:00,Portal,Technical,Negatif,Resolved,33,False
INT-00546-1443,SME-2024-00546,2025-09-15 14:54:00,WhatsApp,General,Positif,Pending,37,True
INT-00547-1444,SME-2024-00547,2026-05-14 09:38:00,Phone,Billing,Netral,Escalated,7,True
INT-00548-1445,SME-2024-00548,2025-12-02 09:05:00,Live Chat,Technical,Netral,Resolved,41,False
INT-00548-1446,SME-2024-00548,2026-01-02 14:40:00,WhatsApp,Upgrade,Netral,Resolved,21,False
INT-00549-1447,SME-2024-00549,2025-09-09 12:32:00,WhatsApp,Technical,Negatif,Pending,61,True
INT-00549-1448,SME-2024-00549,2026-03-07 15:25:00,Live Chat,Technical,Netral,Resolved,36,False
INT-00549-1449,SME-2024-00549,2026-06-03 13:33:00,Live Chat,Upgrade,Netral,Resolved,23,False
INT-00551-1450,SME-2024-00551,2025-07-18 17:05:00,Live Chat,General,Positif,Resolved,11,False
INT-00551-1451,SME-2024-00551,2026-01-10 15:04:00,Portal,Upgrade,Positif,Resolved,19,False
INT-00551-1452,SME-2024-00551,2026-03-03 10:52:00,Email,Billing,Positif,Resolved,53,False
INT-00552-1453,SME-2024-00552,2025-10-09 15:07:00,WhatsApp,Technical,Positif,Resolved,52,False
INT-00552-1454,SME-2024-00552,2026-06-09 08:44:00,Phone,General,Netral,Resolved,37,False
INT-00553-1455,SME-2024-00553,2025-08-23 17:31:00,Portal,General,Netral,Resolved,36,False
INT-00554-1456,SME-2024-00554,2025-08-21 11:09:00,Phone,Billing,Netral,Resolved,35,False
INT-00554-1457,SME-2024-00554,2026-01-19 16:03:00,Live Chat,Technical,Netral,Resolved,31,False
INT-00554-1458,SME-2024-00554,2025-11-22 09:29:00,WhatsApp,Billing,Positif,Escalated,42,True
INT-00555-1459,SME-2024-00555,2026-06-08 12:56:00,Phone,Upgrade,Netral,Resolved,5,False
INT-00555-1460,SME-2024-00555,2026-03-14 17:04:00,Phone,Upgrade,Netral,Resolved,16,False
INT-00556-1461,SME-2024-00556,2025-11-14 13:40:00,Portal,General,Positif,Resolved,47,False
INT-00556-1462,SME-2024-00556,2026-01-23 14:13:00,WhatsApp,General,Negatif,Resolved,44,False
INT-00556-1463,SME-2024-00556,2026-03-23 08:24:00,Portal,Upgrade,Netral,Resolved,5,False
INT-00556-1464,SME-2024-00556,2026-02-16 08:25:00,Email,General,Negatif,Pending,34,True
INT-00556-1465,SME-2024-00556,2025-07-05 16:51:00,Email,Technical,Positif,Resolved,18,False
INT-00556-1466,SME-2024-00556,2025-11-02 15:09:00,Phone,Upgrade,Positif,Resolved,29,False
INT-00557-1467,SME-2024-00557,2025-12-27 15:54:00,WhatsApp,Billing,Netral,Escalated,48,True
INT-00557-1468,SME-2024-00557,2025-10-24 14:04:00,Email,Billing,Negatif,Resolved,38,False
INT-00557-1469,SME-2024-00557,2026-01-25 08:56:00,Email,General,Positif,Resolved,5,False
INT-00557-1470,SME-2024-00557,2026-01-20 12:08:00,WhatsApp,Billing,Netral,Resolved,20,False
INT-00557-1471,SME-2024-00557,2025-08-04 14:09:00,WhatsApp,Technical,Netral,Resolved,40,False
INT-00558-1472,SME-2024-00558,2025-07-16 09:00:00,WhatsApp,Upgrade,Netral,Resolved,8,False
INT-00560-1473,SME-2024-00560,2025-12-05 11:08:00,WhatsApp,Billing,Negatif,Escalated,65,True
INT-00560-1474,SME-2024-00560,2026-03-27 10:08:00,Phone,Technical,Positif,Resolved,39,False
INT-00561-1475,SME-2024-00561,2025-09-21 14:47:00,Portal,Billing,Netral,Resolved,31,False
INT-00561-1476,SME-2024-00561,2025-07-09 10:49:00,Phone,Billing,Positif,Resolved,36,False
INT-00562-1477,SME-2024-00562,2026-02-05 10:12:00,Phone,Technical,Positif,Resolved,22,False
INT-00562-1478,SME-2024-00562,2026-04-22 12:01:00,Email,Upgrade,Netral,Resolved,31,False
INT-00563-1479,SME-2024-00563,2025-12-16 12:04:00,Email,General,Positif,Resolved,28,False
INT-00563-1480,SME-2024-00563,2025-10-16 17:41:00,WhatsApp,Billing,Netral,Resolved,34,False
INT-00563-1481,SME-2024-00563,2026-01-24 14:53:00,Phone,Technical,Netral,Resolved,39,False
INT-00563-1482,SME-2024-00563,2025-08-02 16:47:00,Email,Billing,Netral,Resolved,74,False
INT-00563-1483,SME-2024-00563,2026-01-18 15:54:00,Phone,General,Netral,Pending,27,True
INT-00564-1484,SME-2024-00564,2025-12-25 13:27:00,Phone,Upgrade,Positif,Resolved,17,False
INT-00564-1485,SME-2024-00564,2025-11-06 10:39:00,Email,General,Netral,Escalated,59,True
INT-00564-1486,SME-2024-00564,2025-08-03 17:21:00,WhatsApp,General,Positif,Resolved,27,False
INT-00564-1487,SME-2024-00564,2025-08-16 09:26:00,Phone,General,Netral,Resolved,21,False
INT-00565-1488,SME-2024-00565,2025-11-06 09:36:00,Email,Technical,Netral,Resolved,11,False
INT-00565-1489,SME-2024-00565,2026-06-20 11:36:00,Email,Technical,Netral,Resolved,65,False
INT-00566-1490,SME-2024-00566,2026-02-26 14:25:00,WhatsApp,General,Netral,Resolved,40,False
INT-00567-1491,SME-2024-00567,2025-07-18 13:09:00,Email,Billing,Netral,Resolved,34,False
INT-00567-1492,SME-2024-00567,2026-05-13 12:49:00,WhatsApp,Billing,Positif,Resolved,33,False
INT-00567-1493,SME-2024-00567,2026-05-04 13:52:00,WhatsApp,General,Positif,Resolved,38,False
INT-00568-1494,SME-2024-00568,2026-01-11 13:56:00,Email,Billing,Netral,Resolved,28,False
INT-00568-1495,SME-2024-00568,2025-11-06 16:37:00,Phone,Upgrade,Positif,Resolved,23,False
INT-00568-1496,SME-2024-00568,2025-08-22 10:49:00,WhatsApp,Technical,Netral,Resolved,37,False
INT-00569-1497,SME-2024-00569,2026-03-20 10:28:00,Live Chat,Technical,Positif,Resolved,39,False
INT-00570-1498,SME-2024-00570,2025-09-02 16:44:00,WhatsApp,Technical,Positif,Pending,33,True
INT-00570-1499,SME-2024-00570,2025-08-16 14:24:00,WhatsApp,Technical,Negatif,Resolved,55,False
INT-00571-1500,SME-2024-00571,2025-11-25 14:21:00,Phone,General,Positif,Resolved,29,False
INT-00572-1501,SME-2024-00572,2026-02-16 09:37:00,WhatsApp,Billing,Netral,Pending,44,True
INT-00572-1502,SME-2024-00572,2025-11-15 14:58:00,Phone,Billing,Negatif,Escalated,57,True
INT-00572-1503,SME-2024-00572,2026-01-07 10:03:00,Email,Billing,Netral,Resolved,38,False
INT-00573-1504,SME-2024-00573,2025-11-04 09:00:00,WhatsApp,General,Netral,Resolved,56,False
INT-00573-1505,SME-2024-00573,2026-02-01 11:28:00,Live Chat,Upgrade,Negatif,Resolved,74,False
INT-00573-1506,SME-2024-00573,2025-11-27 12:44:00,Portal,Billing,Negatif,Closed-no-solution,59,False
INT-00573-1507,SME-2024-00573,2026-06-04 10:45:00,WhatsApp,Technical,Netral,Resolved,17,False
INT-00574-1508,SME-2024-00574,2026-02-03 13:41:00,Portal,General,Netral,Resolved,35,False
INT-00574-1509,SME-2024-00574,2025-09-10 11:11:00,Email,Technical,Netral,Resolved,25,False
INT-00574-1510,SME-2024-00574,2026-06-03 14:50:00,Phone,General,Netral,Resolved,17,False
INT-00575-1511,SME-2024-00575,2026-02-10 08:17:00,WhatsApp,General,Positif,Resolved,31,False
INT-00575-1512,SME-2024-00575,2026-02-02 12:54:00,Live Chat,Billing,Positif,Resolved,22,False
INT-00575-1513,SME-2024-00575,2025-07-17 12:03:00,WhatsApp,Billing,Netral,Resolved,5,False
INT-00575-1514,SME-2024-00575,2026-03-14 12:18:00,Phone,General,Positif,Escalated,18,True
INT-00575-1515,SME-2024-00575,2025-10-17 14:09:00,Live Chat,General,Positif,Resolved,40,False
INT-00576-1516,SME-2024-00576,2026-03-12 08:59:00,Phone,General,Netral,Resolved,45,False
INT-00578-1517,SME-2024-00578,2026-04-13 17:00:00,Live Chat,Upgrade,Netral,Resolved,65,False
INT-00579-1518,SME-2024-00579,2026-05-05 08:12:00,WhatsApp,Technical,Negatif,Escalated,53,True
INT-00579-1519,SME-2024-00579,2026-01-24 17:26:00,WhatsApp,General,Positif,Resolved,30,False
INT-00579-1520,SME-2024-00579,2026-05-11 16:42:00,WhatsApp,Billing,Negatif,Resolved,36,False
INT-00580-1521,SME-2024-00580,2026-02-20 15:42:00,WhatsApp,Billing,Negatif,Pending,54,True
INT-00580-1522,SME-2024-00580,2026-02-21 14:43:00,WhatsApp,Billing,Netral,Resolved,34,False
INT-00580-1523,SME-2024-00580,2026-02-06 11:34:00,Phone,Billing,Netral,Resolved,14,False
INT-00580-1524,SME-2024-00580,2026-06-14 14:28:00,Portal,Billing,Netral,Resolved,43,False
INT-00581-1525,SME-2024-00581,2025-07-13 10:50:00,Live Chat,General,Negatif,Resolved,47,False
INT-00581-1526,SME-2024-00581,2026-01-22 09:14:00,Live Chat,Technical,Negatif,Pending,84,True
INT-00581-1527,SME-2024-00581,2026-06-03 12:54:00,Phone,Technical,Netral,Resolved,31,False
INT-00583-1528,SME-2024-00583,2026-02-25 11:24:00,Portal,General,Negatif,Resolved,38,False
INT-00584-1529,SME-2024-00584,2026-06-05 17:47:00,Email,General,Positif,Resolved,5,False
INT-00584-1530,SME-2024-00584,2026-02-20 08:01:00,WhatsApp,Upgrade,Positif,Resolved,39,False
INT-00584-1531,SME-2024-00584,2025-09-22 13:33:00,Email,Technical,Positif,Resolved,26,False
INT-00585-1532,SME-2024-00585,2025-11-01 08:13:00,Phone,Technical,Netral,Resolved,17,False
INT-00585-1533,SME-2024-00585,2025-09-16 14:24:00,Phone,Technical,Positif,Resolved,40,False
INT-00586-1534,SME-2024-00586,2026-05-12 17:47:00,Phone,Technical,Netral,Resolved,25,False
INT-00586-1535,SME-2024-00586,2025-07-19 13:32:00,WhatsApp,Technical,Positif,Resolved,54,False
INT-00586-1536,SME-2024-00586,2026-01-14 14:59:00,Phone,Upgrade,Netral,Pending,25,True
INT-00586-1537,SME-2024-00586,2026-04-20 08:42:00,Portal,General,Netral,Escalated,46,True
INT-00586-1538,SME-2024-00586,2025-07-05 17:10:00,WhatsApp,General,Netral,Resolved,31,False
INT-00589-1539,SME-2024-00589,2025-11-01 17:36:00,WhatsApp,Technical,Positif,Resolved,16,False
INT-00590-1540,SME-2024-00590,2025-07-20 09:56:00,Live Chat,Upgrade,Positif,Resolved,39,False
